"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",705,1,"beta",15,26,0.4,0.1,14,0.404657868178354
"2",705,1,"beta",15,12,0.4,0.1,2,0.375678398715438
"3",705,1,"beta",15,22,0.4,0.1,7,0.411879731939184
"4",705,1,"beta",15,32,0.4,0.1,11,0.394195927446258
"5",705,1,"beta",15,24,0.4,0.1,8,0.40076857053353
"6",705,1,"beta",15,33,0.4,0.1,12,0.378738412471786
"7",705,1,"beta",15,20,0.4,0.1,5,0.375350120711691
"8",705,1,"beta",15,39,0.4,0.1,16,0.409281217976635
"9",705,1,"beta",15,14,0.4,0.1,5,0.373182698721622
"10",705,1,"beta",15,18,0.4,0.1,2,0.38423072960504
"11",705,1,"beta",15,36,0.4,0.1,17,0.371944513023717
"12",705,1,"beta",15,31,0.4,0.1,7,0.374761107525724
"13",705,1,"beta",15,35,0.4,0.1,15,0.403042089057201
"14",705,1,"beta",15,14,0.4,0.1,6,0.427256292604971
"15",705,1,"beta",15,37,0.4,0.1,15,0.365727472419108
"16",705,2,"beta",15,20,0.4,0.1,11,0.395387962181333
"17",705,2,"beta",15,7,0.4,0.1,2,0.396565076508223
"18",705,2,"beta",15,49,0.4,0.1,16,0.377164896988922
"19",705,2,"beta",15,43,0.4,0.1,20,0.409561487377285
"20",705,2,"beta",15,29,0.4,0.1,10,0.37847970923454
"21",705,2,"beta",15,15,0.4,0.1,7,0.403052779353274
"22",705,2,"beta",15,34,0.4,0.1,14,0.392264445134226
"23",705,2,"beta",15,29,0.4,0.1,12,0.399101772940796
"24",705,2,"beta",15,37,0.4,0.1,11,0.379472693957842
"25",705,2,"beta",15,17,0.4,0.1,7,0.379931507192919
"26",705,2,"beta",15,21,0.4,0.1,6,0.400593349357539
"27",705,2,"beta",15,39,0.4,0.1,13,0.398694281456676
"28",705,2,"beta",15,30,0.4,0.1,11,0.386091839420033
"29",705,2,"beta",15,7,0.4,0.1,1,0.399744948723504
"30",705,2,"beta",15,15,0.4,0.1,8,0.404209948130982
"31",705,3,"beta",15,37,0.4,0.1,20,0.406240837362495
"32",705,3,"beta",15,50,0.4,0.1,15,0.3931335592871
"33",705,3,"beta",15,40,0.4,0.1,18,0.390272630185457
"34",705,3,"beta",15,40,0.4,0.1,11,0.409338318973944
"35",705,3,"beta",15,31,0.4,0.1,18,0.417234803395866
"36",705,3,"beta",15,6,0.4,0.1,3,0.399763149956547
"37",705,3,"beta",15,25,0.4,0.1,11,0.396982768968733
"38",705,3,"beta",15,36,0.4,0.1,10,0.363367378349838
"39",705,3,"beta",15,22,0.4,0.1,9,0.430529871155269
"40",705,3,"beta",15,33,0.4,0.1,11,0.443890166085775
"41",705,3,"beta",15,45,0.4,0.1,19,0.396339689673226
"42",705,3,"beta",15,10,0.4,0.1,2,0.419609417307897
"43",705,3,"beta",15,17,0.4,0.1,6,0.410280112651982
"44",705,3,"beta",15,8,0.4,0.1,5,0.384816152111871
"45",705,3,"beta",15,28,0.4,0.1,11,0.366502600065758
"46",705,4,"beta",15,16,0.4,0.1,9,0.416566653761543
"47",705,4,"beta",15,47,0.4,0.1,22,0.415864542070806
"48",705,4,"beta",15,36,0.4,0.1,12,0.403824319060562
"49",705,4,"beta",15,38,0.4,0.1,11,0.395555824526429
"50",705,4,"beta",15,28,0.4,0.1,10,0.401152691832985
"51",705,4,"beta",15,40,0.4,0.1,18,0.397828626473118
"52",705,4,"beta",15,21,0.4,0.1,7,0.403725553522122
"53",705,4,"beta",15,16,0.4,0.1,4,0.414968330255079
"54",705,4,"beta",15,34,0.4,0.1,13,0.394715826101208
"55",705,4,"beta",15,37,0.4,0.1,15,0.396776936875266
"56",705,4,"beta",15,29,0.4,0.1,7,0.3818717714501
"57",705,4,"beta",15,37,0.4,0.1,17,0.409404852613657
"58",705,4,"beta",15,30,0.4,0.1,12,0.394232668605477
"59",705,4,"beta",15,12,0.4,0.1,4,0.41180807554168
"60",705,4,"beta",15,10,0.4,0.1,4,0.400733287312881
"61",705,5,"beta",15,33,0.4,0.1,14,0.412444216420384
"62",705,5,"beta",15,9,0.4,0.1,5,0.435623935777828
"63",705,5,"beta",15,13,0.4,0.1,3,0.383554613376788
"64",705,5,"beta",15,35,0.4,0.1,16,0.402056298175872
"65",705,5,"beta",15,17,0.4,0.1,6,0.41344763609309
"66",705,5,"beta",15,23,0.4,0.1,14,0.419779631641999
"67",705,5,"beta",15,27,0.4,0.1,9,0.394123427087376
"68",705,5,"beta",15,16,0.4,0.1,3,0.424789086832476
"69",705,5,"beta",15,19,0.4,0.1,12,0.429980135327971
"70",705,5,"beta",15,36,0.4,0.1,19,0.40830536297505
"71",705,5,"beta",15,46,0.4,0.1,24,0.392916994048346
"72",705,5,"beta",15,21,0.4,0.1,6,0.394806299741401
"73",705,5,"beta",15,48,0.4,0.1,18,0.408277747246636
"74",705,5,"beta",15,45,0.4,0.1,17,0.402640169532922
"75",705,5,"beta",15,35,0.4,0.1,14,0.411663747661593
"76",705,6,"beta",15,50,0.4,0.1,22,0.395097653175261
"77",705,6,"beta",15,38,0.4,0.1,16,0.403569904696003
"78",705,6,"beta",15,15,0.4,0.1,10,0.395062697897353
"79",705,6,"beta",15,17,0.4,0.1,11,0.390093404723922
"80",705,6,"beta",15,7,0.4,0.1,3,0.412652399772141
"81",705,6,"beta",15,24,0.4,0.1,12,0.3986209490267
"82",705,6,"beta",15,20,0.4,0.1,9,0.399324231340209
"83",705,6,"beta",15,31,0.4,0.1,10,0.423958743950509
"84",705,6,"beta",15,30,0.4,0.1,14,0.385957987004808
"85",705,6,"beta",15,49,0.4,0.1,20,0.396314091627513
"86",705,6,"beta",15,13,0.4,0.1,6,0.419107886748806
"87",705,6,"beta",15,28,0.4,0.1,10,0.388514445010528
"88",705,6,"beta",15,30,0.4,0.1,9,0.395947252994629
"89",705,6,"beta",15,9,0.4,0.1,2,0.406157165213539
"90",705,6,"beta",15,8,0.4,0.1,6,0.404614489223811
"91",705,7,"beta",15,28,0.4,0.1,10,0.406862246240741
"92",705,7,"beta",15,33,0.4,0.1,8,0.379572712864499
"93",705,7,"beta",15,6,0.4,0.1,2,0.403616544808393
"94",705,7,"beta",15,29,0.4,0.1,13,0.381890296557534
"95",705,7,"beta",15,13,0.4,0.1,5,0.414536297572458
"96",705,7,"beta",15,44,0.4,0.1,23,0.412185675330525
"97",705,7,"beta",15,24,0.4,0.1,13,0.387784338973429
"98",705,7,"beta",15,13,0.4,0.1,5,0.410617464183456
"99",705,7,"beta",15,47,0.4,0.1,16,0.39099700943367
"100",705,7,"beta",15,31,0.4,0.1,20,0.389998387772408
"101",705,7,"beta",15,49,0.4,0.1,17,0.394675362023527
"102",705,7,"beta",15,45,0.4,0.1,15,0.405765756857184
"103",705,7,"beta",15,27,0.4,0.1,10,0.404342846619138
"104",705,7,"beta",15,29,0.4,0.1,13,0.396208846010571
"105",705,7,"beta",15,5,0.4,0.1,2,0.3989361938758
"106",705,8,"beta",15,28,0.4,0.1,12,0.404144334039
"107",705,8,"beta",15,5,0.4,0.1,2,0.417497598204546
"108",705,8,"beta",15,34,0.4,0.1,14,0.386044145935211
"109",705,8,"beta",15,38,0.4,0.1,13,0.387132708625198
"110",705,8,"beta",15,20,0.4,0.1,7,0.418877772885167
"111",705,8,"beta",15,18,0.4,0.1,6,0.38186484082765
"112",705,8,"beta",15,49,0.4,0.1,20,0.374492231694944
"113",705,8,"beta",15,7,0.4,0.1,2,0.422745878306931
"114",705,8,"beta",15,31,0.4,0.1,15,0.392212065665556
"115",705,8,"beta",15,30,0.4,0.1,8,0.396415172363849
"116",705,8,"beta",15,31,0.4,0.1,10,0.394021215866603
"117",705,8,"beta",15,30,0.4,0.1,11,0.405653116229747
"118",705,8,"beta",15,26,0.4,0.1,9,0.38940512704798
"119",705,8,"beta",15,28,0.4,0.1,11,0.415398667704945
"120",705,8,"beta",15,39,0.4,0.1,24,0.435585277643852
"121",705,9,"beta",15,34,0.4,0.1,20,0.427075383436674
"122",705,9,"beta",15,28,0.4,0.1,8,0.379987018033671
"123",705,9,"beta",15,36,0.4,0.1,16,0.431684713495002
"124",705,9,"beta",15,7,0.4,0.1,4,0.397943641487146
"125",705,9,"beta",15,14,0.4,0.1,4,0.386737983325578
"126",705,9,"beta",15,32,0.4,0.1,14,0.383853820297785
"127",705,9,"beta",15,45,0.4,0.1,16,0.389373430224591
"128",705,9,"beta",15,49,0.4,0.1,16,0.401476874591969
"129",705,9,"beta",15,27,0.4,0.1,9,0.40609246767729
"130",705,9,"beta",15,25,0.4,0.1,7,0.416768960624547
"131",705,9,"beta",15,29,0.4,0.1,12,0.41618939525419
"132",705,9,"beta",15,26,0.4,0.1,8,0.424573645505436
"133",705,9,"beta",15,40,0.4,0.1,14,0.388159745721677
"134",705,9,"beta",15,14,0.4,0.1,6,0.391742441004505
"135",705,9,"beta",15,6,0.4,0.1,2,0.381679774822044
"136",705,10,"beta",15,36,0.4,0.1,17,0.40071071949234
"137",705,10,"beta",15,34,0.4,0.1,11,0.399645888536514
"138",705,10,"beta",15,10,0.4,0.1,2,0.382101809103783
"139",705,10,"beta",15,8,0.4,0.1,2,0.4119934788387
"140",705,10,"beta",15,8,0.4,0.1,4,0.404091014730611
"141",705,10,"beta",15,21,0.4,0.1,10,0.437495016818599
"142",705,10,"beta",15,38,0.4,0.1,16,0.405265401371577
"143",705,10,"beta",15,20,0.4,0.1,12,0.399369629463263
"144",705,10,"beta",15,49,0.4,0.1,24,0.390725044458734
"145",705,10,"beta",15,41,0.4,0.1,16,0.389118368198694
"146",705,10,"beta",15,33,0.4,0.1,16,0.388553747901451
