"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",657,1,"NA",15,48,0.4,0,19,0.4
"2",657,1,"NA",15,35,0.4,0,14,0.4
"3",657,1,"NA",15,28,0.4,0,15,0.4
"4",657,1,"NA",15,35,0.4,0,14,0.4
"5",657,1,"NA",15,10,0.4,0,3,0.4
"6",657,1,"NA",15,11,0.4,0,2,0.4
"7",657,1,"NA",15,7,0.4,0,4,0.4
"8",657,1,"NA",15,24,0.4,0,11,0.4
"9",657,1,"NA",15,47,0.4,0,19,0.4
"10",657,1,"NA",15,15,0.4,0,5,0.4
"11",657,1,"NA",15,16,0.4,0,6,0.4
"12",657,1,"NA",15,6,0.4,0,0,0.4
"13",657,1,"NA",15,12,0.4,0,4,0.4
"14",657,1,"NA",15,16,0.4,0,7,0.4
"15",657,1,"NA",15,19,0.4,0,6,0.4
"16",657,2,"NA",15,46,0.4,0,17,0.4
"17",657,2,"NA",15,11,0.4,0,2,0.4
"18",657,2,"NA",15,19,0.4,0,7,0.4
"19",657,2,"NA",15,23,0.4,0,9,0.4
"20",657,2,"NA",15,40,0.4,0,12,0.4
"21",657,2,"NA",15,46,0.4,0,18,0.4
"22",657,2,"NA",15,10,0.4,0,6,0.4
"23",657,2,"NA",15,27,0.4,0,12,0.4
"24",657,2,"NA",15,43,0.4,0,14,0.4
"25",657,2,"NA",15,31,0.4,0,14,0.4
"26",657,2,"NA",15,24,0.4,0,11,0.4
"27",657,2,"NA",15,47,0.4,0,11,0.4
"28",657,2,"NA",15,43,0.4,0,17,0.4
"29",657,2,"NA",15,17,0.4,0,7,0.4
"30",657,2,"NA",15,43,0.4,0,21,0.4
"31",657,3,"NA",15,5,0.4,0,2,0.4
"32",657,3,"NA",15,11,0.4,0,1,0.4
"33",657,3,"NA",15,28,0.4,0,13,0.4
"34",657,3,"NA",15,20,0.4,0,9,0.4
"35",657,3,"NA",15,14,0.4,0,6,0.4
"36",657,3,"NA",15,46,0.4,0,23,0.4
"37",657,3,"NA",15,39,0.4,0,15,0.4
"38",657,3,"NA",15,18,0.4,0,10,0.4
"39",657,3,"NA",15,47,0.4,0,15,0.4
"40",657,3,"NA",15,17,0.4,0,8,0.4
"41",657,3,"NA",15,16,0.4,0,8,0.4
"42",657,3,"NA",15,43,0.4,0,17,0.4
"43",657,3,"NA",15,12,0.4,0,6,0.4
"44",657,3,"NA",15,28,0.4,0,13,0.4
"45",657,3,"NA",15,46,0.4,0,19,0.4
"46",657,4,"NA",15,36,0.4,0,13,0.4
"47",657,4,"NA",15,28,0.4,0,9,0.4
"48",657,4,"NA",15,34,0.4,0,12,0.4
"49",657,4,"NA",15,37,0.4,0,20,0.4
"50",657,4,"NA",15,41,0.4,0,19,0.4
"51",657,4,"NA",15,25,0.4,0,9,0.4
"52",657,4,"NA",15,15,0.4,0,4,0.4
"53",657,4,"NA",15,17,0.4,0,10,0.4
"54",657,4,"NA",15,38,0.4,0,19,0.4
"55",657,4,"NA",15,14,0.4,0,7,0.4
"56",657,4,"NA",15,21,0.4,0,11,0.4
"57",657,4,"NA",15,33,0.4,0,16,0.4
"58",657,4,"NA",15,46,0.4,0,11,0.4
"59",657,4,"NA",15,34,0.4,0,16,0.4
"60",657,4,"NA",15,19,0.4,0,10,0.4
"61",657,5,"NA",15,16,0.4,0,7,0.4
"62",657,5,"NA",15,9,0.4,0,6,0.4
"63",657,5,"NA",15,12,0.4,0,4,0.4
"64",657,5,"NA",15,16,0.4,0,6,0.4
"65",657,5,"NA",15,13,0.4,0,3,0.4
"66",657,5,"NA",15,49,0.4,0,16,0.4
"67",657,5,"NA",15,17,0.4,0,5,0.4
"68",657,5,"NA",15,15,0.4,0,9,0.4
"69",657,5,"NA",15,46,0.4,0,15,0.4
"70",657,5,"NA",15,17,0.4,0,7,0.4
"71",657,5,"NA",15,42,0.4,0,16,0.4
"72",657,5,"NA",15,41,0.4,0,12,0.4
"73",657,5,"NA",15,44,0.4,0,17,0.4
"74",657,5,"NA",15,26,0.4,0,11,0.4
"75",657,5,"NA",15,6,0.4,0,3,0.4
"76",657,6,"NA",15,30,0.4,0,7,0.4
"77",657,6,"NA",15,47,0.4,0,20,0.4
"78",657,6,"NA",15,49,0.4,0,19,0.4
"79",657,6,"NA",15,29,0.4,0,7,0.4
"80",657,6,"NA",15,50,0.4,0,21,0.4
"81",657,6,"NA",15,10,0.4,0,4,0.4
"82",657,6,"NA",15,34,0.4,0,12,0.4
