"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",83,1,"NA",15,498,0.002,0,2,0.002
"2",83,1,"NA",15,868,0.002,0,2,0.002
"3",83,1,"NA",15,472,0.002,0,1,0.002
"4",83,1,"NA",15,584,0.002,0,2,0.002
"5",83,1,"NA",15,742,0.002,0,0,0.002
"6",83,1,"NA",15,738,0.002,0,2,0.002
"7",83,1,"NA",15,274,0.002,0,1,0.002
"8",83,1,"NA",15,292,0.002,0,2,0.002
"9",83,1,"NA",15,674,0.002,0,0,0.002
"10",83,1,"NA",15,465,0.002,0,0,0.002
"11",83,1,"NA",15,573,0.002,0,2,0.002
"12",83,1,"NA",15,673,0.002,0,2,0.002
"13",83,1,"NA",15,799,0.002,0,4,0.002
"14",83,1,"NA",15,976,0.002,0,0,0.002
"15",83,1,"NA",15,619,0.002,0,0,0.002
"16",83,2,"NA",15,434,0.002,0,0,0.002
"17",83,2,"NA",15,859,0.002,0,1,0.002
"18",83,2,"NA",15,997,0.002,0,2,0.002
"19",83,2,"NA",15,961,0.002,0,0,0.002
"20",83,2,"NA",15,589,0.002,0,2,0.002
"21",83,2,"NA",15,577,0.002,0,2,0.002
"22",83,2,"NA",15,343,0.002,0,0,0.002
"23",83,2,"NA",15,918,0.002,0,2,0.002
"24",83,2,"NA",15,594,0.002,0,0,0.002
"25",83,2,"NA",15,731,0.002,0,2,0.002
"26",83,2,"NA",15,886,0.002,0,2,0.002
"27",83,2,"NA",15,876,0.002,0,6,0.002
"28",83,2,"NA",15,868,0.002,0,2,0.002
"29",83,2,"NA",15,206,0.002,0,0,0.002
"30",83,2,"NA",15,398,0.002,0,2,0.002
"31",83,3,"NA",15,623,0.002,0,0,0.002
"32",83,3,"NA",15,558,0.002,0,1,0.002
"33",83,3,"NA",15,406,0.002,0,0,0.002
"34",83,3,"NA",15,785,0.002,0,0,0.002
"35",83,3,"NA",15,983,0.002,0,1,0.002
"36",83,3,"NA",15,544,0.002,0,4,0.002
"37",83,3,"NA",15,770,0.002,0,0,0.002
"38",83,3,"NA",15,557,0.002,0,0,0.002
"39",83,3,"NA",15,570,0.002,0,1,0.002
"40",83,3,"NA",15,556,0.002,0,2,0.002
"41",83,3,"NA",15,946,0.002,0,3,0.002
"42",83,3,"NA",15,341,0.002,0,2,0.002
"43",83,3,"NA",15,342,0.002,0,1,0.002
"44",83,3,"NA",15,795,0.002,0,0,0.002
"45",83,3,"NA",15,366,0.002,0,2,0.002
"46",83,4,"NA",15,773,0.002,0,1,0.002
"47",83,4,"NA",15,347,0.002,0,2,0.002
"48",83,4,"NA",15,234,0.002,0,0,0.002
"49",83,4,"NA",15,782,0.002,0,2,0.002
"50",83,4,"NA",15,439,0.002,0,0,0.002
"51",83,4,"NA",15,767,0.002,0,1,0.002
"52",83,4,"NA",15,890,0.002,0,2,0.002
"53",83,4,"NA",15,528,0.002,0,2,0.002
"54",83,4,"NA",15,976,0.002,0,2,0.002
"55",83,4,"NA",15,533,0.002,0,1,0.002
"56",83,4,"NA",15,957,0.002,0,1,0.002
