"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",46,1,"unif",30,485,0.001,0.5,1,0.000999628851885982
"2",46,1,"unif",30,504,0.001,0.5,0,0.000999262934401579
"3",46,1,"unif",30,363,0.001,0.5,0,0.000999975895569078
"4",46,1,"unif",30,848,0.001,0.5,0,0.00100013064468665
"5",46,1,"unif",30,903,0.001,0.5,1,0.00100049965494613
"6",46,1,"unif",30,364,0.001,0.5,0,0.00100056247596926
"7",46,1,"unif",30,929,0.001,0.5,1,0.000999902045533483
"8",46,1,"unif",30,565,0.001,0.5,0,0.00100001525155099
"9",46,1,"unif",30,821,0.001,0.5,1,0.000999978188913756
"10",46,1,"unif",30,865,0.001,0.5,1,0.00100032710211172
"11",46,1,"unif",30,862,0.001,0.5,0,0.000999997602416928
"12",46,1,"unif",30,876,0.001,0.5,2,0.000999925201623677
"13",46,1,"unif",30,578,0.001,0.5,0,0.0010002855367243
"14",46,1,"unif",30,393,0.001,0.5,0,0.000999737364285097
"15",46,1,"unif",30,491,0.001,0.5,0,0.00100038944396932
"16",46,1,"unif",30,626,0.001,0.5,0,0.000999890763951403
"17",46,1,"unif",30,271,0.001,0.5,0,0.00100018897937044
"18",46,1,"unif",30,512,0.001,0.5,0,0.00100000227603573
"19",46,1,"unif",30,698,0.001,0.5,0,0.00100036635397098
"20",46,1,"unif",30,949,0.001,0.5,3,0.00100065017403435
"21",46,1,"unif",30,955,0.001,0.5,3,0.000999950611467075
"22",46,1,"unif",30,996,0.001,0.5,0,0.00100021761121219
"23",46,1,"unif",30,635,0.001,0.5,1,0.00100012800764522
"24",46,1,"unif",30,572,0.001,0.5,0,0.00100016587535831
"25",46,1,"unif",30,983,0.001,0.5,1,0.00100028155479386
"26",46,1,"unif",30,738,0.001,0.5,1,0.0010006502691531
"27",46,1,"unif",30,357,0.001,0.5,0,0.00099960270689736
"28",46,1,"unif",30,834,0.001,0.5,1,0.00100008762497884
"29",46,1,"unif",30,671,0.001,0.5,0,0.00100057946581323
"30",46,1,"unif",30,683,0.001,0.5,0,0.00100059839990367
"31",46,2,"unif",30,828,0.001,0.5,0,0.00100053683900045
"32",46,2,"unif",30,219,0.001,0.5,0,0.00100074486056028
"33",46,2,"unif",30,748,0.001,0.5,0,0.00100073362062476
"34",46,2,"unif",30,740,0.001,0.5,0,0.000999415096273253
"35",46,2,"unif",30,496,0.001,0.5,2,0.000999587047074483
"36",46,2,"unif",30,732,0.001,0.5,0,0.00100040852091895
"37",46,2,"unif",30,570,0.001,0.5,0,0.00100005489354567
"38",46,2,"unif",30,427,0.001,0.5,1,0.000999384436328534
"39",46,2,"unif",30,941,0.001,0.5,3,0.000999652242015728
"40",46,2,"unif",30,840,0.001,0.5,1,0.00100014093758563
"41",46,2,"unif",30,832,0.001,0.5,0,0.000999403689095362
"42",46,2,"unif",30,773,0.001,0.5,0,0.000999253580962415
"43",46,2,"unif",30,484,0.001,0.5,1,0.000999173915137027
"44",46,2,"unif",30,842,0.001,0.5,0,0.000999931804497225
"45",46,2,"unif",30,284,0.001,0.5,0,0.00100032195580076
"46",46,2,"unif",30,630,0.001,0.5,1,0.000999611479040522
"47",46,2,"unif",30,681,0.001,0.5,1,0.000999762991521681
"48",46,2,"unif",30,208,0.001,0.5,0,0.00100070642911541
"49",46,2,"unif",30,596,0.001,0.5,1,0.000999181355243934
"50",46,2,"unif",30,231,0.001,0.5,0,0.00100004268269573
"51",46,2,"unif",30,888,0.001,0.5,3,0.00100002905425606
"52",46,2,"unif",30,857,0.001,0.5,2,0.00100053325285813
"53",46,2,"unif",30,731,0.001,0.5,0,0.00100067051622749
"54",46,2,"unif",30,672,0.001,0.5,3,0.000999186808783532
