"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",456,1,"NA",30,13,0.1,0,0,0.1
"2",456,1,"NA",30,44,0.1,0,4,0.1
"3",456,1,"NA",30,33,0.1,0,3,0.1
"4",456,1,"NA",30,9,0.1,0,3,0.1
"5",456,1,"NA",30,7,0.1,0,0,0.1
"6",456,1,"NA",30,18,0.1,0,1,0.1
"7",456,1,"NA",30,12,0.1,0,2,0.1
"8",456,1,"NA",30,28,0.1,0,2,0.1
"9",456,1,"NA",30,38,0.1,0,1,0.1
"10",456,1,"NA",30,10,0.1,0,1,0.1
"11",456,1,"NA",30,30,0.1,0,2,0.1
"12",456,1,"NA",30,35,0.1,0,0,0.1
"13",456,1,"NA",30,31,0.1,0,3,0.1
"14",456,1,"NA",30,34,0.1,0,3,0.1
"15",456,1,"NA",30,11,0.1,0,1,0.1
"16",456,1,"NA",30,82,0.1,0,6,0.1
"17",456,1,"NA",30,86,0.1,0,13,0.1
"18",456,1,"NA",30,120,0.1,0,12,0.1
"19",456,1,"NA",30,116,0.1,0,9,0.1
"20",456,1,"NA",30,173,0.1,0,15,0.1
"21",456,1,"NA",30,185,0.1,0,21,0.1
"22",456,1,"NA",30,157,0.1,0,11,0.1
"23",456,1,"NA",30,85,0.1,0,9,0.1
"24",456,1,"NA",30,117,0.1,0,12,0.1
"25",456,1,"NA",30,164,0.1,0,15,0.1
"26",456,1,"NA",30,148,0.1,0,14,0.1
"27",456,1,"NA",30,148,0.1,0,17,0.1
"28",456,1,"NA",30,390,0.1,0,42,0.1
"29",456,1,"NA",30,219,0.1,0,15,0.1
"30",456,1,"NA",30,583,0.1,0,64,0.1
"31",456,2,"NA",30,39,0.1,0,3,0.1
"32",456,2,"NA",30,49,0.1,0,8,0.1
"33",456,2,"NA",30,5,0.1,0,1,0.1
"34",456,2,"NA",30,34,0.1,0,1,0.1
"35",456,2,"NA",30,15,0.1,0,1,0.1
"36",456,2,"NA",30,5,0.1,0,0,0.1
"37",456,2,"NA",30,6,0.1,0,1,0.1
"38",456,2,"NA",30,7,0.1,0,2,0.1
"39",456,2,"NA",30,37,0.1,0,6,0.1
"40",456,2,"NA",30,14,0.1,0,2,0.1
"41",456,2,"NA",30,48,0.1,0,8,0.1
"42",456,2,"NA",30,6,0.1,0,1,0.1
"43",456,2,"NA",30,50,0.1,0,2,0.1
"44",456,2,"NA",30,17,0.1,0,1,0.1
"45",456,2,"NA",30,47,0.1,0,5,0.1
"46",456,2,"NA",30,87,0.1,0,9,0.1
"47",456,2,"NA",30,142,0.1,0,9,0.1
"48",456,2,"NA",30,70,0.1,0,12,0.1
"49",456,2,"NA",30,86,0.1,0,11,0.1
"50",456,2,"NA",30,92,0.1,0,8,0.1
"51",456,2,"NA",30,108,0.1,0,14,0.1
"52",456,2,"NA",30,155,0.1,0,13,0.1
"53",456,2,"NA",30,170,0.1,0,14,0.1
"54",456,2,"NA",30,65,0.1,0,6,0.1
"55",456,2,"NA",30,96,0.1,0,9,0.1
"56",456,2,"NA",30,99,0.1,0,6,0.1
"57",456,2,"NA",30,80,0.1,0,8,0.1
"58",456,2,"NA",30,374,0.1,0,48,0.1
"59",456,2,"NA",30,931,0.1,0,105,0.1
"60",456,2,"NA",30,505,0.1,0,39,0.1
"61",456,3,"NA",30,35,0.1,0,6,0.1
"62",456,3,"NA",30,20,0.1,0,3,0.1
"63",456,3,"NA",30,25,0.1,0,2,0.1
"64",456,3,"NA",30,45,0.1,0,5,0.1
"65",456,3,"NA",30,28,0.1,0,2,0.1
"66",456,3,"NA",30,48,0.1,0,4,0.1
"67",456,3,"NA",30,29,0.1,0,0,0.1
"68",456,3,"NA",30,12,0.1,0,1,0.1
"69",456,3,"NA",30,40,0.1,0,5,0.1
"70",456,3,"NA",30,50,0.1,0,6,0.1
"71",456,3,"NA",30,50,0.1,0,8,0.1
"72",456,3,"NA",30,39,0.1,0,2,0.1
"73",456,3,"NA",30,15,0.1,0,0,0.1
"74",456,3,"NA",30,12,0.1,0,0,0.1
"75",456,3,"NA",30,23,0.1,0,4,0.1
"76",456,3,"NA",30,164,0.1,0,15,0.1
"77",456,3,"NA",30,106,0.1,0,8,0.1
"78",456,3,"NA",30,191,0.1,0,17,0.1
"79",456,3,"NA",30,135,0.1,0,14,0.1
"80",456,3,"NA",30,137,0.1,0,13,0.1
"81",456,3,"NA",30,189,0.1,0,21,0.1
"82",456,3,"NA",30,80,0.1,0,7,0.1
"83",456,3,"NA",30,194,0.1,0,25,0.1
"84",456,3,"NA",30,80,0.1,0,9,0.1
"85",456,3,"NA",30,154,0.1,0,22,0.1
"86",456,3,"NA",30,145,0.1,0,10,0.1
"87",456,3,"NA",30,124,0.1,0,11,0.1
"88",456,3,"NA",30,478,0.1,0,60,0.1
"89",456,3,"NA",30,293,0.1,0,35,0.1
"90",456,3,"NA",30,575,0.1,0,64,0.1
"91",456,4,"NA",30,28,0.1,0,4,0.1
"92",456,4,"NA",30,23,0.1,0,4,0.1
"93",456,4,"NA",30,19,0.1,0,1,0.1
"94",456,4,"NA",30,49,0.1,0,5,0.1
"95",456,4,"NA",30,7,0.1,0,1,0.1
"96",456,4,"NA",30,12,0.1,0,0,0.1
"97",456,4,"NA",30,36,0.1,0,4,0.1
"98",456,4,"NA",30,7,0.1,0,2,0.1
"99",456,4,"NA",30,21,0.1,0,3,0.1
"100",456,4,"NA",30,24,0.1,0,1,0.1
"101",456,4,"NA",30,42,0.1,0,5,0.1
"102",456,4,"NA",30,6,0.1,0,0,0.1
"103",456,4,"NA",30,43,0.1,0,5,0.1
"104",456,4,"NA",30,29,0.1,0,8,0.1
"105",456,4,"NA",30,36,0.1,0,3,0.1
"106",456,4,"NA",30,174,0.1,0,19,0.1
"107",456,4,"NA",30,183,0.1,0,23,0.1
"108",456,4,"NA",30,175,0.1,0,15,0.1
"109",456,4,"NA",30,182,0.1,0,13,0.1
"110",456,4,"NA",30,172,0.1,0,15,0.1
"111",456,4,"NA",30,151,0.1,0,16,0.1
"112",456,4,"NA",30,171,0.1,0,16,0.1
"113",456,4,"NA",30,57,0.1,0,4,0.1
"114",456,4,"NA",30,131,0.1,0,8,0.1
"115",456,4,"NA",30,139,0.1,0,13,0.1
"116",456,4,"NA",30,58,0.1,0,4,0.1
"117",456,4,"NA",30,78,0.1,0,4,0.1
"118",456,4,"NA",30,324,0.1,0,40,0.1
"119",456,4,"NA",30,847,0.1,0,97,0.1
"120",456,4,"NA",30,603,0.1,0,68,0.1
"121",456,5,"NA",30,39,0.1,0,5,0.1
"122",456,5,"NA",30,45,0.1,0,2,0.1
"123",456,5,"NA",30,15,0.1,0,2,0.1
"124",456,5,"NA",30,42,0.1,0,3,0.1
"125",456,5,"NA",30,17,0.1,0,1,0.1
"126",456,5,"NA",30,31,0.1,0,7,0.1
"127",456,5,"NA",30,15,0.1,0,2,0.1
"128",456,5,"NA",30,13,0.1,0,4,0.1
"129",456,5,"NA",30,21,0.1,0,4,0.1
"130",456,5,"NA",30,8,0.1,0,1,0.1
"131",456,5,"NA",30,45,0.1,0,9,0.1
"132",456,5,"NA",30,13,0.1,0,2,0.1
"133",456,5,"NA",30,18,0.1,0,2,0.1
"134",456,5,"NA",30,38,0.1,0,3,0.1
"135",456,5,"NA",30,13,0.1,0,1,0.1
"136",456,5,"NA",30,93,0.1,0,9,0.1
"137",456,5,"NA",30,167,0.1,0,14,0.1
"138",456,5,"NA",30,171,0.1,0,27,0.1
"139",456,5,"NA",30,132,0.1,0,14,0.1
"140",456,5,"NA",30,81,0.1,0,12,0.1
"141",456,5,"NA",30,166,0.1,0,12,0.1
"142",456,5,"NA",30,113,0.1,0,9,0.1
"143",456,5,"NA",30,72,0.1,0,10,0.1
"144",456,5,"NA",30,105,0.1,0,11,0.1
"145",456,5,"NA",30,64,0.1,0,6,0.1
"146",456,5,"NA",30,117,0.1,0,9,0.1
"147",456,5,"NA",30,53,0.1,0,4,0.1
"148",456,5,"NA",30,973,0.1,0,88,0.1
"149",456,5,"NA",30,262,0.1,0,33,0.1
"150",456,5,"NA",30,201,0.1,0,19,0.1
"151",456,6,"NA",30,5,0.1,0,0,0.1
"152",456,6,"NA",30,26,0.1,0,0,0.1
"153",456,6,"NA",30,47,0.1,0,7,0.1
"154",456,6,"NA",30,29,0.1,0,1,0.1
"155",456,6,"NA",30,20,0.1,0,1,0.1
"156",456,6,"NA",30,47,0.1,0,3,0.1
"157",456,6,"NA",30,15,0.1,0,1,0.1
"158",456,6,"NA",30,6,0.1,0,0,0.1
"159",456,6,"NA",30,45,0.1,0,7,0.1
"160",456,6,"NA",30,41,0.1,0,5,0.1
"161",456,6,"NA",30,21,0.1,0,1,0.1
"162",456,6,"NA",30,34,0.1,0,1,0.1
"163",456,6,"NA",30,12,0.1,0,1,0.1
"164",456,6,"NA",30,26,0.1,0,2,0.1
"165",456,6,"NA",30,48,0.1,0,3,0.1
"166",456,6,"NA",30,54,0.1,0,12,0.1
"167",456,6,"NA",30,104,0.1,0,14,0.1
