"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",52,1,"beta",5,193,0.001,0.5,2,0.000999331453696506
"2",52,1,"beta",5,74,0.001,0.5,0,0.00100003341860624
"3",52,1,"beta",5,200,0.001,0.5,0,0.000998910306646379
"4",52,1,"beta",5,59,0.001,0.5,0,0.000999970772993063
"5",52,1,"beta",5,130,0.001,0.5,1,0.000999943492747675
"6",52,2,"beta",5,73,0.001,0.5,0,0.000999939012433117
"7",52,2,"beta",5,199,0.001,0.5,0,0.000998464949360807
"8",52,2,"beta",5,112,0.001,0.5,0,0.00100035710515005
"9",52,2,"beta",5,173,0.001,0.5,0,0.00100015001971277
"10",52,2,"beta",5,153,0.001,0.5,1,0.000999437836742301
"11",52,3,"beta",5,176,0.001,0.5,0,0.000999829883659631
"12",52,3,"beta",5,142,0.001,0.5,0,0.000999815500997791
"13",52,3,"beta",5,138,0.001,0.5,1,0.000999348301908125
"14",52,3,"beta",5,82,0.001,0.5,1,0.00100043739347061
"15",52,3,"beta",5,182,0.001,0.5,0,0.000999598781914626
"16",52,4,"beta",5,65,0.001,0.5,0,0.000999946590641062
"17",52,4,"beta",5,179,0.001,0.5,0,0.0010010665254141
"18",52,4,"beta",5,155,0.001,0.5,0,0.000999281132369378
"19",52,4,"beta",5,190,0.001,0.5,1,0.00100009724855387
"20",52,4,"beta",5,115,0.001,0.5,0,0.00100059194154252
"21",52,5,"beta",5,74,0.001,0.5,0,0.00100013613904059
"22",52,5,"beta",5,52,0.001,0.5,0,0.000999365014464786
"23",52,5,"beta",5,195,0.001,0.5,1,0.00100030844808305
"24",52,5,"beta",5,184,0.001,0.5,0,0.000999724994590993
"25",52,5,"beta",5,74,0.001,0.5,0,0.000999805783593365
"26",52,6,"beta",5,137,0.001,0.5,0,0.000999654778321375
"27",52,6,"beta",5,169,0.001,0.5,0,0.000999566831302213
"28",52,6,"beta",5,56,0.001,0.5,0,0.00100044888676971
"29",52,6,"beta",5,121,0.001,0.5,0,0.00099944223080896
"30",52,6,"beta",5,167,0.001,0.5,3,0.00100021254720276
"31",52,7,"beta",5,189,0.001,0.5,0,0.00100048966775968
"32",52,7,"beta",5,94,0.001,0.5,0,0.000999743744298361
"33",52,7,"beta",5,86,0.001,0.5,0,0.00100013844068384
"34",52,7,"beta",5,139,0.001,0.5,0,0.0010001781857013
"35",52,7,"beta",5,93,0.001,0.5,0,0.00100013317335058
"36",52,8,"beta",5,191,0.001,0.5,1,0.00100006664436741
"37",52,8,"beta",5,70,0.001,0.5,0,0.00100052041732418
"38",52,8,"beta",5,105,0.001,0.5,0,0.000999825661326351
"39",52,8,"beta",5,125,0.001,0.5,0,0.000999399092390279
"40",52,8,"beta",5,111,0.001,0.5,0,0.00100045508738199
"41",52,9,"beta",5,125,0.001,0.5,0,0.0010008327471438
"42",52,9,"beta",5,99,0.001,0.5,0,0.000999870720295751
"43",52,9,"beta",5,177,0.001,0.5,0,0.000999710591875894
"44",52,9,"beta",5,154,0.001,0.5,0,0.00100021873374376
"45",52,9,"beta",5,117,0.001,0.5,0,0.000999823972612664
"46",52,10,"beta",5,106,0.001,0.5,0,0.00100063807329541
"47",52,10,"beta",5,95,0.001,0.5,0,0.000999976646690169
"48",52,10,"beta",5,123,0.001,0.5,0,0.000999818770166801
"49",52,10,"beta",5,96,0.001,0.5,0,0.00100047371284852
"50",52,10,"beta",5,182,0.001,0.5,0,0.000999520659610685
"51",52,11,"beta",5,67,0.001,0.5,0,0.00100050151896439
"52",52,11,"beta",5,66,0.001,0.5,0,0.000999485995741583
"53",52,11,"beta",5,59,0.001,0.5,0,0.000999918012325704
"54",52,11,"beta",5,92,0.001,0.5,0,0.000999345490755759
"55",52,11,"beta",5,198,0.001,0.5,0,0.00100049499740666
"56",52,12,"beta",5,59,0.001,0.5,0,0.00100026424144417
"57",52,12,"beta",5,173,0.001,0.5,0,0.00100032427150752
"58",52,12,"beta",5,84,0.001,0.5,1,0.00100066666483113
"59",52,12,"beta",5,198,0.001,0.5,1,0.000999784611876577
"60",52,12,"beta",5,189,0.001,0.5,0,0.000999878869538958
"61",52,13,"beta",5,193,0.001,0.5,1,0.00100088753714214
"62",52,13,"beta",5,97,0.001,0.5,0,0.000999506766870018
"63",52,13,"beta",5,102,0.001,0.5,0,0.000999097120382074
"64",52,13,"beta",5,82,0.001,0.5,0,0.00100019355278404
"65",52,13,"beta",5,53,0.001,0.5,0,0.000999825778429627
"66",52,14,"beta",5,188,0.001,0.5,0,0.00100042781374767
"67",52,14,"beta",5,178,0.001,0.5,0,0.00100004980722982
"68",52,14,"beta",5,180,0.001,0.5,0,0.0009994668252663
"69",52,14,"beta",5,102,0.001,0.5,0,0.00100050470723347
"70",52,14,"beta",5,85,0.001,0.5,0,0.00100044730970821
"71",52,15,"beta",5,191,0.001,0.5,1,0.00100063562581873
