"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",542,1,"unif",15,351,0.2,0.5,59,0.169876923159956
"2",542,1,"unif",15,239,0.2,0.5,46,0.171881226014628
"3",542,1,"unif",15,445,0.2,0.5,100,0.220598770301172
"4",542,1,"unif",15,251,0.2,0.5,43,0.189897086735912
"5",542,1,"unif",15,257,0.2,0.5,45,0.179157570227037
"6",542,1,"unif",15,986,0.2,0.5,197,0.194124929048478
"7",542,1,"unif",15,766,0.2,0.5,135,0.195980913315335
"8",542,1,"unif",15,540,0.2,0.5,104,0.181848359382445
"9",542,1,"unif",15,298,0.2,0.5,60,0.177447333689162
"10",542,1,"unif",15,525,0.2,0.5,100,0.192581916687838
"11",542,1,"unif",15,473,0.2,0.5,115,0.232518415785735
"12",542,1,"unif",15,264,0.2,0.5,52,0.188080367807364
"13",542,1,"unif",15,434,0.2,0.5,78,0.174654110293212
"14",542,1,"unif",15,315,0.2,0.5,78,0.216950741359532
"15",542,1,"unif",15,650,0.2,0.5,148,0.213506148193709
"16",542,2,"unif",15,333,0.2,0.5,54,0.165556668817092
"17",542,2,"unif",15,219,0.2,0.5,38,0.174932494054952
"18",542,2,"unif",15,844,0.2,0.5,174,0.196243809432651
"19",542,2,"unif",15,240,0.2,0.5,53,0.170497391730573
"20",542,2,"unif",15,318,0.2,0.5,66,0.210748674905131
"21",542,2,"unif",15,541,0.2,0.5,97,0.16707036683139
"22",542,2,"unif",15,789,0.2,0.5,160,0.219009323397787
"23",542,2,"unif",15,823,0.2,0.5,168,0.218050649551285
"24",542,2,"unif",15,693,0.2,0.5,146,0.187991364220916
"25",542,2,"unif",15,762,0.2,0.5,131,0.184251443295647
"26",542,2,"unif",15,802,0.2,0.5,164,0.218180118169301
"27",542,2,"unif",15,827,0.2,0.5,153,0.17395405077278
"28",542,2,"unif",15,908,0.2,0.5,180,0.204810769430464
"29",542,2,"unif",15,916,0.2,0.5,212,0.222897820167742
"30",542,2,"unif",15,934,0.2,0.5,210,0.210956339110913
"31",542,3,"unif",15,551,0.2,0.5,94,0.167484693944623
"32",542,3,"unif",15,386,0.2,0.5,65,0.17065069145215
"33",542,3,"unif",15,937,0.2,0.5,148,0.178225888236745
"34",542,3,"unif",15,844,0.2,0.5,193,0.21744481102153
"35",542,3,"unif",15,472,0.2,0.5,106,0.22963616021924
"36",542,3,"unif",15,352,0.2,0.5,88,0.23301065369428
"37",542,3,"unif",15,746,0.2,0.5,160,0.210823289866967
"38",542,3,"unif",15,536,0.2,0.5,101,0.177846878517341
"39",542,3,"unif",15,287,0.2,0.5,47,0.184856841304465
"40",542,3,"unif",15,777,0.2,0.5,172,0.206379727827476
"41",542,3,"unif",15,392,0.2,0.5,77,0.20429762160982
"42",542,3,"unif",15,415,0.2,0.5,94,0.230896813321946
"43",542,3,"unif",15,625,0.2,0.5,129,0.188967460122852
"44",542,3,"unif",15,555,0.2,0.5,122,0.216792084813666
"45",542,3,"unif",15,702,0.2,0.5,112,0.17823656725211
"46",542,4,"unif",15,279,0.2,0.5,48,0.190512034172076
"47",542,4,"unif",15,341,0.2,0.5,80,0.203913858639011
"48",542,4,"unif",15,327,0.2,0.5,57,0.209562895940719
"49",542,4,"unif",15,961,0.2,0.5,190,0.182104398171696
"50",542,4,"unif",15,457,0.2,0.5,112,0.227972419328262
"51",542,4,"unif",15,482,0.2,0.5,106,0.219823302352121
"52",542,4,"unif",15,485,0.2,0.5,79,0.18297283892844
"53",542,4,"unif",15,848,0.2,0.5,153,0.165503414047536
"54",542,4,"unif",15,794,0.2,0.5,162,0.182517727616067
"55",542,4,"unif",15,710,0.2,0.5,120,0.191752987363637
"56",542,4,"unif",15,596,0.2,0.5,108,0.183170071971368
"57",542,4,"unif",15,809,0.2,0.5,157,0.194420579121039
"58",542,4,"unif",15,343,0.2,0.5,79,0.232975026263013
"59",542,4,"unif",15,805,0.2,0.5,173,0.206941384763964
"60",542,4,"unif",15,930,0.2,0.5,229,0.226726765633603
"61",542,5,"unif",15,726,0.2,0.5,179,0.230980489023084
"62",542,5,"unif",15,307,0.2,0.5,66,0.214499602320792
"63",542,5,"unif",15,360,0.2,0.5,80,0.203943727632976
"64",542,5,"unif",15,805,0.2,0.5,134,0.192286559957151
"65",542,5,"unif",15,318,0.2,0.5,70,0.234325433365365
"66",542,5,"unif",15,258,0.2,0.5,59,0.228537154410648
"67",542,5,"unif",15,332,0.2,0.5,72,0.212224139657363
"68",542,5,"unif",15,428,0.2,0.5,87,0.182897953208102
"69",542,5,"unif",15,737,0.2,0.5,154,0.207485000957402
"70",542,5,"unif",15,752,0.2,0.5,136,0.167534988550269
"71",542,5,"unif",15,436,0.2,0.5,87,0.187375330040617
"72",542,5,"unif",15,764,0.2,0.5,144,0.206527553597716
"73",542,5,"unif",15,655,0.2,0.5,137,0.198557868143891
"74",542,5,"unif",15,333,0.2,0.5,95,0.231650765818033
"75",542,5,"unif",15,489,0.2,0.5,105,0.198627237746511
"76",542,6,"unif",15,992,0.2,0.5,182,0.175371531039152
"77",542,6,"unif",15,932,0.2,0.5,191,0.211036339384349
"78",542,6,"unif",15,388,0.2,0.5,83,0.193061235875076
"79",542,6,"unif",15,468,0.2,0.5,89,0.219976008647199
"80",542,6,"unif",15,448,0.2,0.5,82,0.19543070326113
"81",542,6,"unif",15,515,0.2,0.5,82,0.182882748807559
"82",542,6,"unif",15,577,0.2,0.5,134,0.234020899365176
"83",542,6,"unif",15,238,0.2,0.5,63,0.23141875788227
"84",542,6,"unif",15,529,0.2,0.5,99,0.188069187683101
"85",542,6,"unif",15,495,0.2,0.5,99,0.197420100428751
"86",542,6,"unif",15,947,0.2,0.5,236,0.224095489035676
"87",542,6,"unif",15,744,0.2,0.5,125,0.190073135559423
"88",542,6,"unif",15,345,0.2,0.5,65,0.200197289953027
"89",542,6,"unif",15,968,0.2,0.5,242,0.219780888230351
"90",542,6,"unif",15,400,0.2,0.5,77,0.206305162629714
"91",542,7,"unif",15,407,0.2,0.5,68,0.180717231033566
"92",542,7,"unif",15,809,0.2,0.5,165,0.205825839667827
"93",542,7,"unif",15,650,0.2,0.5,119,0.193190887160311
"94",542,7,"unif",15,983,0.2,0.5,220,0.231042428244567
"95",542,7,"unif",15,370,0.2,0.5,50,0.16861493291191
"96",542,7,"unif",15,236,0.2,0.5,53,0.19348372318338
"97",542,7,"unif",15,369,0.2,0.5,91,0.202318459662037
"98",542,7,"unif",15,640,0.2,0.5,123,0.188558083236422
"99",542,7,"unif",15,552,0.2,0.5,83,0.165819446613668
"100",542,7,"unif",15,436,0.2,0.5,97,0.20163955535752
"101",542,7,"unif",15,936,0.2,0.5,222,0.216011196145513
"102",542,7,"unif",15,265,0.2,0.5,46,0.186748766169438
"103",542,7,"unif",15,433,0.2,0.5,72,0.171781798395218
"104",542,7,"unif",15,920,0.2,0.5,185,0.211778050660297
"105",542,7,"unif",15,815,0.2,0.5,159,0.19006078548743
