"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",598,1,"NA",30,194,0.3,0,62,0.3
"2",598,1,"NA",30,141,0.3,0,42,0.3
"3",598,1,"NA",30,134,0.3,0,42,0.3
"4",598,1,"NA",30,109,0.3,0,28,0.3
"5",598,1,"NA",30,192,0.3,0,71,0.3
"6",598,1,"NA",30,131,0.3,0,41,0.3
"7",598,1,"NA",30,143,0.3,0,48,0.3
"8",598,1,"NA",30,172,0.3,0,55,0.3
"9",598,1,"NA",30,161,0.3,0,49,0.3
"10",598,1,"NA",30,62,0.3,0,21,0.3
"11",598,1,"NA",30,109,0.3,0,33,0.3
"12",598,1,"NA",30,102,0.3,0,30,0.3
"13",598,1,"NA",30,187,0.3,0,52,0.3
"14",598,1,"NA",30,199,0.3,0,61,0.3
"15",598,1,"NA",30,184,0.3,0,55,0.3
"16",598,1,"NA",30,69,0.3,0,16,0.3
"17",598,1,"NA",30,138,0.3,0,45,0.3
"18",598,1,"NA",30,136,0.3,0,33,0.3
"19",598,1,"NA",30,51,0.3,0,15,0.3
"20",598,1,"NA",30,159,0.3,0,55,0.3
"21",598,1,"NA",30,200,0.3,0,58,0.3
"22",598,1,"NA",30,194,0.3,0,46,0.3
"23",598,1,"NA",30,113,0.3,0,32,0.3
"24",598,1,"NA",30,162,0.3,0,48,0.3
"25",598,1,"NA",30,134,0.3,0,37,0.3
"26",598,1,"NA",30,56,0.3,0,13,0.3
"27",598,1,"NA",30,161,0.3,0,55,0.3
"28",598,1,"NA",30,127,0.3,0,34,0.3
"29",598,1,"NA",30,177,0.3,0,58,0.3
"30",598,1,"NA",30,114,0.3,0,33,0.3
"31",598,2,"NA",30,175,0.3,0,48,0.3
"32",598,2,"NA",30,76,0.3,0,27,0.3
"33",598,2,"NA",30,175,0.3,0,55,0.3
"34",598,2,"NA",30,179,0.3,0,52,0.3
"35",598,2,"NA",30,68,0.3,0,27,0.3
"36",598,2,"NA",30,119,0.3,0,39,0.3
"37",598,2,"NA",30,97,0.3,0,31,0.3
"38",598,2,"NA",30,157,0.3,0,49,0.3
"39",598,2,"NA",30,102,0.3,0,26,0.3
"40",598,2,"NA",30,102,0.3,0,34,0.3
"41",598,2,"NA",30,53,0.3,0,12,0.3
"42",598,2,"NA",30,98,0.3,0,28,0.3
"43",598,2,"NA",30,82,0.3,0,26,0.3
"44",598,2,"NA",30,125,0.3,0,40,0.3
"45",598,2,"NA",30,121,0.3,0,36,0.3
"46",598,2,"NA",30,77,0.3,0,25,0.3
"47",598,2,"NA",30,132,0.3,0,38,0.3
"48",598,2,"NA",30,130,0.3,0,37,0.3
"49",598,2,"NA",30,200,0.3,0,56,0.3
"50",598,2,"NA",30,71,0.3,0,22,0.3
"51",598,2,"NA",30,162,0.3,0,46,0.3
"52",598,2,"NA",30,166,0.3,0,56,0.3
"53",598,2,"NA",30,194,0.3,0,65,0.3
"54",598,2,"NA",30,84,0.3,0,23,0.3
"55",598,2,"NA",30,170,0.3,0,41,0.3
"56",598,2,"NA",30,126,0.3,0,38,0.3
"57",598,2,"NA",30,112,0.3,0,35,0.3
"58",598,2,"NA",30,191,0.3,0,58,0.3
"59",598,2,"NA",30,89,0.3,0,33,0.3
"60",598,2,"NA",30,72,0.3,0,24,0.3
"61",598,3,"NA",30,131,0.3,0,41,0.3
"62",598,3,"NA",30,129,0.3,0,43,0.3
"63",598,3,"NA",30,96,0.3,0,38,0.3
"64",598,3,"NA",30,66,0.3,0,21,0.3
"65",598,3,"NA",30,82,0.3,0,24,0.3
"66",598,3,"NA",30,155,0.3,0,35,0.3
"67",598,3,"NA",30,157,0.3,0,44,0.3
"68",598,3,"NA",30,198,0.3,0,56,0.3
"69",598,3,"NA",30,57,0.3,0,12,0.3
"70",598,3,"NA",30,52,0.3,0,16,0.3
"71",598,3,"NA",30,176,0.3,0,48,0.3
"72",598,3,"NA",30,78,0.3,0,22,0.3
"73",598,3,"NA",30,57,0.3,0,15,0.3
"74",598,3,"NA",30,137,0.3,0,39,0.3
"75",598,3,"NA",30,65,0.3,0,18,0.3
"76",598,3,"NA",30,157,0.3,0,48,0.3
"77",598,3,"NA",30,52,0.3,0,19,0.3
"78",598,3,"NA",30,128,0.3,0,40,0.3
"79",598,3,"NA",30,65,0.3,0,16,0.3
"80",598,3,"NA",30,52,0.3,0,17,0.3
"81",598,3,"NA",30,81,0.3,0,28,0.3
"82",598,3,"NA",30,171,0.3,0,54,0.3
"83",598,3,"NA",30,59,0.3,0,21,0.3
"84",598,3,"NA",30,60,0.3,0,15,0.3
"85",598,3,"NA",30,161,0.3,0,51,0.3
"86",598,3,"NA",30,132,0.3,0,39,0.3
"87",598,3,"NA",30,152,0.3,0,40,0.3
"88",598,3,"NA",30,161,0.3,0,54,0.3
"89",598,3,"NA",30,77,0.3,0,28,0.3
"90",598,3,"NA",30,167,0.3,0,52,0.3
"91",598,4,"NA",30,150,0.3,0,41,0.3
"92",598,4,"NA",30,63,0.3,0,10,0.3
"93",598,4,"NA",30,101,0.3,0,25,0.3
"94",598,4,"NA",30,85,0.3,0,23,0.3
"95",598,4,"NA",30,191,0.3,0,50,0.3
"96",598,4,"NA",30,182,0.3,0,69,0.3
"97",598,4,"NA",30,193,0.3,0,59,0.3
"98",598,4,"NA",30,102,0.3,0,30,0.3
"99",598,4,"NA",30,61,0.3,0,14,0.3
"100",598,4,"NA",30,155,0.3,0,49,0.3
"101",598,4,"NA",30,167,0.3,0,50,0.3
"102",598,4,"NA",30,146,0.3,0,49,0.3
"103",598,4,"NA",30,83,0.3,0,23,0.3
"104",598,4,"NA",30,128,0.3,0,43,0.3
"105",598,4,"NA",30,95,0.3,0,29,0.3
"106",598,4,"NA",30,179,0.3,0,55,0.3
"107",598,4,"NA",30,165,0.3,0,36,0.3
"108",598,4,"NA",30,87,0.3,0,28,0.3
"109",598,4,"NA",30,163,0.3,0,45,0.3
"110",598,4,"NA",30,152,0.3,0,54,0.3
"111",598,4,"NA",30,137,0.3,0,45,0.3
"112",598,4,"NA",30,194,0.3,0,48,0.3
