"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",728,1,"NA",5,14,0.5,0,7,0.5
"2",728,1,"NA",5,27,0.5,0,15,0.5
"3",728,1,"NA",5,143,0.5,0,59,0.5
"4",728,1,"NA",5,57,0.5,0,29,0.5
"5",728,1,"NA",5,240,0.5,0,124,0.5
"6",728,2,"NA",5,50,0.5,0,29,0.5
"7",728,2,"NA",5,29,0.5,0,14,0.5
"8",728,2,"NA",5,61,0.5,0,34,0.5
"9",728,2,"NA",5,123,0.5,0,68,0.5
"10",728,2,"NA",5,605,0.5,0,302,0.5
"11",728,3,"NA",5,28,0.5,0,15,0.5
"12",728,3,"NA",5,7,0.5,0,2,0.5
"13",728,3,"NA",5,138,0.5,0,67,0.5
"14",728,3,"NA",5,137,0.5,0,65,0.5
"15",728,3,"NA",5,390,0.5,0,193,0.5
"16",728,4,"NA",5,9,0.5,0,2,0.5
"17",728,4,"NA",5,30,0.5,0,14,0.5
"18",728,4,"NA",5,73,0.5,0,29,0.5
"19",728,4,"NA",5,189,0.5,0,84,0.5
"20",728,4,"NA",5,866,0.5,0,443,0.5
"21",728,5,"NA",5,40,0.5,0,21,0.5
"22",728,5,"NA",5,29,0.5,0,16,0.5
"23",728,5,"NA",5,91,0.5,0,34,0.5
"24",728,5,"NA",5,142,0.5,0,75,0.5
"25",728,5,"NA",5,942,0.5,0,464,0.5
"26",728,6,"NA",5,45,0.5,0,19,0.5
"27",728,6,"NA",5,40,0.5,0,24,0.5
"28",728,6,"NA",5,199,0.5,0,102,0.5
"29",728,6,"NA",5,78,0.5,0,40,0.5
"30",728,6,"NA",5,939,0.5,0,498,0.5
"31",728,7,"NA",5,46,0.5,0,21,0.5
"32",728,7,"NA",5,17,0.5,0,9,0.5
"33",728,7,"NA",5,157,0.5,0,68,0.5
"34",728,7,"NA",5,104,0.5,0,54,0.5
"35",728,7,"NA",5,650,0.5,0,301,0.5
"36",728,8,"NA",5,44,0.5,0,18,0.5
"37",728,8,"NA",5,20,0.5,0,6,0.5
"38",728,8,"NA",5,140,0.5,0,60,0.5
"39",728,8,"NA",5,186,0.5,0,95,0.5
"40",728,8,"NA",5,347,0.5,0,172,0.5
"41",728,9,"NA",5,24,0.5,0,10,0.5
"42",728,9,"NA",5,30,0.5,0,16,0.5
"43",728,9,"NA",5,72,0.5,0,36,0.5
"44",728,9,"NA",5,150,0.5,0,81,0.5
"45",728,9,"NA",5,893,0.5,0,451,0.5
"46",728,10,"NA",5,46,0.5,0,18,0.5
"47",728,10,"NA",5,15,0.5,0,10,0.5
"48",728,10,"NA",5,116,0.5,0,47,0.5
"49",728,10,"NA",5,122,0.5,0,48,0.5
"50",728,10,"NA",5,263,0.5,0,136,0.5
"51",728,11,"NA",5,18,0.5,0,10,0.5
"52",728,11,"NA",5,23,0.5,0,10,0.5
"53",728,11,"NA",5,99,0.5,0,56,0.5
"54",728,11,"NA",5,134,0.5,0,64,0.5
"55",728,11,"NA",5,431,0.5,0,207,0.5
"56",728,12,"NA",5,43,0.5,0,16,0.5
"57",728,12,"NA",5,35,0.5,0,18,0.5
"58",728,12,"NA",5,114,0.5,0,54,0.5
"59",728,12,"NA",5,146,0.5,0,69,0.5
"60",728,12,"NA",5,637,0.5,0,300,0.5
"61",728,13,"NA",5,49,0.5,0,21,0.5
"62",728,13,"NA",5,29,0.5,0,18,0.5
"63",728,13,"NA",5,125,0.5,0,56,0.5
"64",728,13,"NA",5,74,0.5,0,31,0.5
"65",728,13,"NA",5,388,0.5,0,194,0.5
"66",728,14,"NA",5,26,0.5,0,12,0.5
"67",728,14,"NA",5,8,0.5,0,6,0.5
"68",728,14,"NA",5,195,0.5,0,114,0.5
"69",728,14,"NA",5,75,0.5,0,37,0.5
"70",728,14,"NA",5,609,0.5,0,312,0.5
"71",728,15,"NA",5,22,0.5,0,10,0.5
"72",728,15,"NA",5,36,0.5,0,21,0.5
"73",728,15,"NA",5,59,0.5,0,26,0.5
"74",728,15,"NA",5,110,0.5,0,55,0.5
"75",728,15,"NA",5,586,0.5,0,318,0.5
"76",728,16,"NA",5,50,0.5,0,22,0.5
"77",728,16,"NA",5,7,0.5,0,6,0.5
"78",728,16,"NA",5,144,0.5,0,85,0.5
"79",728,16,"NA",5,79,0.5,0,42,0.5
"80",728,16,"NA",5,741,0.5,0,358,0.5
"81",728,17,"NA",5,27,0.5,0,8,0.5
"82",728,17,"NA",5,40,0.5,0,23,0.5
"83",728,17,"NA",5,61,0.5,0,35,0.5
"84",728,17,"NA",5,92,0.5,0,49,0.5
"85",728,17,"NA",5,364,0.5,0,185,0.5
"86",728,18,"NA",5,45,0.5,0,24,0.5
"87",728,18,"NA",5,5,0.5,0,4,0.5
"88",728,18,"NA",5,86,0.5,0,45,0.5
"89",728,18,"NA",5,60,0.5,0,29,0.5
"90",728,18,"NA",5,555,0.5,0,278,0.5
"91",728,19,"NA",5,49,0.5,0,30,0.5
"92",728,19,"NA",5,14,0.5,0,8,0.5
"93",728,19,"NA",5,55,0.5,0,30,0.5
"94",728,19,"NA",5,95,0.5,0,47,0.5
"95",728,19,"NA",5,226,0.5,0,113,0.5
"96",728,20,"NA",5,8,0.5,0,8,0.5
"97",728,20,"NA",5,25,0.5,0,11,0.5
"98",728,20,"NA",5,158,0.5,0,79,0.5
"99",728,20,"NA",5,176,0.5,0,88,0.5
"100",728,20,"NA",5,705,0.5,0,360,0.5
"101",728,21,"NA",5,16,0.5,0,8,0.5
"102",728,21,"NA",5,37,0.5,0,18,0.5
"103",728,21,"NA",5,95,0.5,0,48,0.5
"104",728,21,"NA",5,51,0.5,0,26,0.5
"105",728,21,"NA",5,669,0.5,0,336,0.5
"106",728,22,"NA",5,8,0.5,0,2,0.5
"107",728,22,"NA",5,11,0.5,0,5,0.5
"108",728,22,"NA",5,62,0.5,0,32,0.5
"109",728,22,"NA",5,189,0.5,0,85,0.5
"110",728,22,"NA",5,458,0.5,0,224,0.5
"111",728,23,"NA",5,7,0.5,0,4,0.5
"112",728,23,"NA",5,19,0.5,0,9,0.5
"113",728,23,"NA",5,57,0.5,0,27,0.5
"114",728,23,"NA",5,166,0.5,0,73,0.5
"115",728,23,"NA",5,380,0.5,0,188,0.5
"116",728,24,"NA",5,35,0.5,0,15,0.5
"117",728,24,"NA",5,29,0.5,0,10,0.5
"118",728,24,"NA",5,83,0.5,0,40,0.5
"119",728,24,"NA",5,82,0.5,0,39,0.5
"120",728,24,"NA",5,792,0.5,0,401,0.5
"121",728,25,"NA",5,14,0.5,0,8,0.5
"122",728,25,"NA",5,26,0.5,0,14,0.5
"123",728,25,"NA",5,189,0.5,0,87,0.5
"124",728,25,"NA",5,78,0.5,0,40,0.5
"125",728,25,"NA",5,389,0.5,0,180,0.5
"126",728,26,"NA",5,37,0.5,0,20,0.5
"127",728,26,"NA",5,46,0.5,0,16,0.5
"128",728,26,"NA",5,146,0.5,0,70,0.5
"129",728,26,"NA",5,114,0.5,0,61,0.5
"130",728,26,"NA",5,327,0.5,0,166,0.5
"131",728,27,"NA",5,21,0.5,0,12,0.5
"132",728,27,"NA",5,37,0.5,0,15,0.5
"133",728,27,"NA",5,200,0.5,0,96,0.5
"134",728,27,"NA",5,181,0.5,0,93,0.5
"135",728,27,"NA",5,549,0.5,0,301,0.5
"136",728,28,"NA",5,11,0.5,0,7,0.5
"137",728,28,"NA",5,48,0.5,0,19,0.5
"138",728,28,"NA",5,88,0.5,0,40,0.5
"139",728,28,"NA",5,143,0.5,0,69,0.5
"140",728,28,"NA",5,807,0.5,0,403,0.5
"141",728,29,"NA",5,9,0.5,0,4,0.5
"142",728,29,"NA",5,49,0.5,0,26,0.5
"143",728,29,"NA",5,100,0.5,0,49,0.5
"144",728,29,"NA",5,168,0.5,0,89,0.5
"145",728,29,"NA",5,204,0.5,0,99,0.5
"146",728,30,"NA",5,36,0.5,0,17,0.5
"147",728,30,"NA",5,24,0.5,0,11,0.5
"148",728,30,"NA",5,135,0.5,0,75,0.5
"149",728,30,"NA",5,154,0.5,0,84,0.5
"150",728,30,"NA",5,801,0.5,0,398,0.5
"151",728,31,"NA",5,46,0.5,0,22,0.5
"152",728,31,"NA",5,27,0.5,0,10,0.5
"153",728,31,"NA",5,193,0.5,0,110,0.5
"154",728,31,"NA",5,195,0.5,0,97,0.5
"155",728,31,"NA",5,704,0.5,0,355,0.5
"156",728,32,"NA",5,37,0.5,0,18,0.5
"157",728,32,"NA",5,6,0.5,0,3,0.5
"158",728,32,"NA",5,101,0.5,0,61,0.5
"159",728,32,"NA",5,134,0.5,0,61,0.5
"160",728,32,"NA",5,343,0.5,0,167,0.5
"161",728,33,"NA",5,15,0.5,0,6,0.5
"162",728,33,"NA",5,19,0.5,0,11,0.5
"163",728,33,"NA",5,158,0.5,0,82,0.5
"164",728,33,"NA",5,160,0.5,0,84,0.5
"165",728,33,"NA",5,418,0.5,0,219,0.5
"166",728,34,"NA",5,16,0.5,0,9,0.5
"167",728,34,"NA",5,39,0.5,0,21,0.5
"168",728,34,"NA",5,66,0.5,0,38,0.5
"169",728,34,"NA",5,86,0.5,0,42,0.5
"170",728,34,"NA",5,950,0.5,0,456,0.5
"171",728,35,"NA",5,49,0.5,0,25,0.5
"172",728,35,"NA",5,43,0.5,0,15,0.5
"173",728,35,"NA",5,184,0.5,0,87,0.5
"174",728,35,"NA",5,72,0.5,0,43,0.5
"175",728,35,"NA",5,336,0.5,0,157,0.5
"176",728,36,"NA",5,23,0.5,0,6,0.5
"177",728,36,"NA",5,14,0.5,0,5,0.5
"178",728,36,"NA",5,121,0.5,0,57,0.5
"179",728,36,"NA",5,91,0.5,0,37,0.5
"180",728,36,"NA",5,480,0.5,0,240,0.5
"181",728,37,"NA",5,28,0.5,0,14,0.5
"182",728,37,"NA",5,32,0.5,0,16,0.5
"183",728,37,"NA",5,147,0.5,0,72,0.5
"184",728,37,"NA",5,134,0.5,0,62,0.5
"185",728,37,"NA",5,843,0.5,0,433,0.5
"186",728,38,"NA",5,34,0.5,0,12,0.5
"187",728,38,"NA",5,44,0.5,0,24,0.5
"188",728,38,"NA",5,186,0.5,0,95,0.5
"189",728,38,"NA",5,139,0.5,0,77,0.5
"190",728,38,"NA",5,592,0.5,0,298,0.5
"191",728,39,"NA",5,14,0.5,0,9,0.5
"192",728,39,"NA",5,29,0.5,0,17,0.5
"193",728,39,"NA",5,113,0.5,0,48,0.5
"194",728,39,"NA",5,59,0.5,0,29,0.5
"195",728,39,"NA",5,437,0.5,0,222,0.5
"196",728,40,"NA",5,28,0.5,0,7,0.5
"197",728,40,"NA",5,9,0.5,0,4,0.5
"198",728,40,"NA",5,82,0.5,0,35,0.5
"199",728,40,"NA",5,191,0.5,0,99,0.5
"200",728,40,"NA",5,821,0.5,0,421,0.5
"201",728,41,"NA",5,24,0.5,0,9,0.5
"202",728,41,"NA",5,48,0.5,0,21,0.5
"203",728,41,"NA",5,88,0.5,0,41,0.5
"204",728,41,"NA",5,177,0.5,0,81,0.5
"205",728,41,"NA",5,257,0.5,0,125,0.5
"206",728,42,"NA",5,5,0.5,0,0,0.5
"207",728,42,"NA",5,38,0.5,0,22,0.5
"208",728,42,"NA",5,128,0.5,0,63,0.5
"209",728,42,"NA",5,178,0.5,0,91,0.5
"210",728,42,"NA",5,846,0.5,0,441,0.5
"211",728,43,"NA",5,50,0.5,0,27,0.5
"212",728,43,"NA",5,41,0.5,0,20,0.5
"213",728,43,"NA",5,123,0.5,0,55,0.5
"214",728,43,"NA",5,167,0.5,0,80,0.5
"215",728,43,"NA",5,568,0.5,0,292,0.5
"216",728,44,"NA",5,16,0.5,0,7,0.5
"217",728,44,"NA",5,49,0.5,0,28,0.5
"218",728,44,"NA",5,97,0.5,0,56,0.5
"219",728,44,"NA",5,94,0.5,0,40,0.5
"220",728,44,"NA",5,768,0.5,0,400,0.5
"221",728,45,"NA",5,46,0.5,0,22,0.5
"222",728,45,"NA",5,17,0.5,0,10,0.5
"223",728,45,"NA",5,111,0.5,0,54,0.5
"224",728,45,"NA",5,144,0.5,0,72,0.5
"225",728,45,"NA",5,287,0.5,0,148,0.5
"226",728,46,"NA",5,40,0.5,0,19,0.5
"227",728,46,"NA",5,44,0.5,0,19,0.5
"228",728,46,"NA",5,106,0.5,0,56,0.5
"229",728,46,"NA",5,77,0.5,0,42,0.5
"230",728,46,"NA",5,992,0.5,0,507,0.5
"231",728,47,"NA",5,6,0.5,0,3,0.5
"232",728,47,"NA",5,8,0.5,0,4,0.5
"233",728,47,"NA",5,51,0.5,0,31,0.5
"234",728,47,"NA",5,156,0.5,0,77,0.5
"235",728,47,"NA",5,490,0.5,0,237,0.5
"236",728,48,"NA",5,42,0.5,0,20,0.5
"237",728,48,"NA",5,42,0.5,0,22,0.5
"238",728,48,"NA",5,169,0.5,0,85,0.5
"239",728,48,"NA",5,82,0.5,0,34,0.5
"240",728,48,"NA",5,968,0.5,0,479,0.5
"241",728,49,"NA",5,46,0.5,0,24,0.5
"242",728,49,"NA",5,16,0.5,0,9,0.5
"243",728,49,"NA",5,195,0.5,0,96,0.5
"244",728,49,"NA",5,52,0.5,0,23,0.5
"245",728,49,"NA",5,613,0.5,0,347,0.5
"246",728,50,"NA",5,37,0.5,0,20,0.5
"247",728,50,"NA",5,24,0.5,0,11,0.5
"248",728,50,"NA",5,157,0.5,0,76,0.5
"249",728,50,"NA",5,154,0.5,0,68,0.5
"250",728,50,"NA",5,810,0.5,0,416,0.5
"251",728,51,"NA",5,11,0.5,0,4,0.5
"252",728,51,"NA",5,17,0.5,0,11,0.5
"253",728,51,"NA",5,120,0.5,0,53,0.5
"254",728,51,"NA",5,69,0.5,0,38,0.5
"255",728,51,"NA",5,267,0.5,0,141,0.5
"256",728,52,"NA",5,8,0.5,0,3,0.5
"257",728,52,"NA",5,28,0.5,0,15,0.5
"258",728,52,"NA",5,101,0.5,0,44,0.5
"259",728,52,"NA",5,165,0.5,0,86,0.5
"260",728,52,"NA",5,237,0.5,0,109,0.5
"261",728,53,"NA",5,23,0.5,0,9,0.5
"262",728,53,"NA",5,45,0.5,0,27,0.5
"263",728,53,"NA",5,187,0.5,0,100,0.5
"264",728,53,"NA",5,111,0.5,0,53,0.5
"265",728,53,"NA",5,784,0.5,0,373,0.5
"266",728,54,"NA",5,48,0.5,0,20,0.5
"267",728,54,"NA",5,13,0.5,0,8,0.5
"268",728,54,"NA",5,186,0.5,0,93,0.5
"269",728,54,"NA",5,197,0.5,0,109,0.5
"270",728,54,"NA",5,771,0.5,0,389,0.5
"271",728,55,"NA",5,42,0.5,0,25,0.5
"272",728,55,"NA",5,35,0.5,0,17,0.5
"273",728,55,"NA",5,84,0.5,0,40,0.5
"274",728,55,"NA",5,56,0.5,0,30,0.5
"275",728,55,"NA",5,434,0.5,0,206,0.5
"276",728,56,"NA",5,37,0.5,0,22,0.5
"277",728,56,"NA",5,33,0.5,0,19,0.5
"278",728,56,"NA",5,116,0.5,0,49,0.5
"279",728,56,"NA",5,148,0.5,0,67,0.5
"280",728,56,"NA",5,563,0.5,0,280,0.5
"281",728,57,"NA",5,36,0.5,0,20,0.5
"282",728,57,"NA",5,35,0.5,0,17,0.5
"283",728,57,"NA",5,138,0.5,0,58,0.5
"284",728,57,"NA",5,56,0.5,0,29,0.5
"285",728,57,"NA",5,475,0.5,0,255,0.5
"286",728,58,"NA",5,35,0.5,0,20,0.5
"287",728,58,"NA",5,25,0.5,0,9,0.5
"288",728,58,"NA",5,185,0.5,0,92,0.5
"289",728,58,"NA",5,159,0.5,0,79,0.5
"290",728,58,"NA",5,397,0.5,0,186,0.5
"291",728,59,"NA",5,35,0.5,0,13,0.5
"292",728,59,"NA",5,41,0.5,0,25,0.5
"293",728,59,"NA",5,151,0.5,0,77,0.5
"294",728,59,"NA",5,174,0.5,0,104,0.5
"295",728,59,"NA",5,881,0.5,0,448,0.5
"296",728,60,"NA",5,27,0.5,0,10,0.5
"297",728,60,"NA",5,44,0.5,0,22,0.5
"298",728,60,"NA",5,94,0.5,0,50,0.5
"299",728,60,"NA",5,108,0.5,0,57,0.5
"300",728,60,"NA",5,493,0.5,0,249,0.5
"301",728,61,"NA",5,18,0.5,0,8,0.5
"302",728,61,"NA",5,49,0.5,0,26,0.5
"303",728,61,"NA",5,53,0.5,0,28,0.5
"304",728,61,"NA",5,120,0.5,0,59,0.5
"305",728,61,"NA",5,924,0.5,0,471,0.5
"306",728,62,"NA",5,30,0.5,0,15,0.5
"307",728,62,"NA",5,9,0.5,0,7,0.5
"308",728,62,"NA",5,183,0.5,0,89,0.5
"309",728,62,"NA",5,56,0.5,0,33,0.5
"310",728,62,"NA",5,565,0.5,0,274,0.5
"311",728,63,"NA",5,19,0.5,0,6,0.5
"312",728,63,"NA",5,16,0.5,0,10,0.5
"313",728,63,"NA",5,63,0.5,0,33,0.5
"314",728,63,"NA",5,60,0.5,0,34,0.5
"315",728,63,"NA",5,227,0.5,0,109,0.5
"316",728,64,"NA",5,35,0.5,0,17,0.5
