"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",251,1,"unif",15,145,0.01,0.1,0,0.010014503472643
"2",251,1,"unif",15,128,0.01,0.1,2,0.00999113185034133
"3",251,1,"unif",15,108,0.01,0.1,3,0.010012794483288
"4",251,1,"unif",15,169,0.01,0.1,1,0.00998480608273957
"5",251,1,"unif",15,182,0.01,0.1,1,0.01000764610125
"6",251,1,"unif",15,147,0.01,0.1,2,0.0099987130200972
"7",251,1,"unif",15,126,0.01,0.1,0,0.00998849754918462
"8",251,1,"unif",15,121,0.01,0.1,2,0.00998786356827263
"9",251,1,"unif",15,150,0.01,0.1,1,0.0100147188742025
"10",251,1,"unif",15,82,0.01,0.1,1,0.00999225168255194
"11",251,1,"unif",15,158,0.01,0.1,2,0.0100062494072114
"12",251,1,"unif",15,107,0.01,0.1,1,0.00999481363021345
"13",251,1,"unif",15,169,0.01,0.1,1,0.00998673540620936
"14",251,1,"unif",15,196,0.01,0.1,2,0.0100159164625768
"15",251,1,"unif",15,133,0.01,0.1,0,0.0100109482985996
"16",251,2,"unif",15,151,0.01,0.1,1,0.00999488691897481
"17",251,2,"unif",15,147,0.01,0.1,0,0.00999674701523822
"18",251,2,"unif",15,147,0.01,0.1,2,0.0099984641428905
"19",251,2,"unif",15,71,0.01,0.1,0,0.0099954933198386
"20",251,2,"unif",15,114,0.01,0.1,0,0.0100037383893613
"21",251,2,"unif",15,194,0.01,0.1,2,0.00999707977559047
"22",251,2,"unif",15,138,0.01,0.1,0,0.00999154619773121
"23",251,2,"unif",15,122,0.01,0.1,1,0.0100139946340121
"24",251,2,"unif",15,112,0.01,0.1,1,0.0100001094596534
"25",251,2,"unif",15,185,0.01,0.1,3,0.00999789858670896
"26",251,2,"unif",15,135,0.01,0.1,2,0.00999530613524296
"27",251,2,"unif",15,101,0.01,0.1,0,0.00998821815703498
"28",251,2,"unif",15,71,0.01,0.1,1,0.0100071240042438
"29",251,2,"unif",15,121,0.01,0.1,1,0.0100118884261743
"30",251,2,"unif",15,92,0.01,0.1,1,0.00999677181286172
"31",251,3,"unif",15,88,0.01,0.1,0,0.0100052504912796
"32",251,3,"unif",15,182,0.01,0.1,3,0.00999593447468339
"33",251,3,"unif",15,123,0.01,0.1,0,0.00999266903128005
"34",251,3,"unif",15,74,0.01,0.1,0,0.0100072436473528
"35",251,3,"unif",15,125,0.01,0.1,5,0.00999221055667444
"36",251,3,"unif",15,164,0.01,0.1,3,0.00999994610597583
"37",251,3,"unif",15,134,0.01,0.1,1,0.0100146787856518
"38",251,3,"unif",15,77,0.01,0.1,0,0.00999316401266505
"39",251,3,"unif",15,81,0.01,0.1,1,0.010000232805524
"40",251,3,"unif",15,196,0.01,0.1,0,0.0099936008796614
"41",251,3,"unif",15,79,0.01,0.1,0,0.00998744363523245
"42",251,3,"unif",15,105,0.01,0.1,1,0.0100023196875522
"43",251,3,"unif",15,165,0.01,0.1,2,0.00998702036177276
