"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",276,1,"beta",15,119,0.01,0.5,1,0.0100319179971599
"2",276,1,"beta",15,194,0.01,0.5,2,0.00992512640934106
"3",276,1,"beta",15,148,0.01,0.5,1,0.0100674331672582
"4",276,1,"beta",15,196,0.01,0.5,2,0.0100582404560272
"5",276,1,"beta",15,124,0.01,0.5,0,0.00993516339544872
"6",276,1,"beta",15,137,0.01,0.5,1,0.00996506895826706
"7",276,1,"beta",15,176,0.01,0.5,1,0.0100659756735105
"8",276,1,"beta",15,92,0.01,0.5,0,0.0100168243507826
"9",276,1,"beta",15,187,0.01,0.5,3,0.0099831924024528
"10",276,1,"beta",15,198,0.01,0.5,3,0.00993159294434245
"11",276,1,"beta",15,127,0.01,0.5,0,0.0100058610005066
"12",276,1,"beta",15,102,0.01,0.5,1,0.00998904519365714
"13",276,1,"beta",15,194,0.01,0.5,1,0.0101104046300925
"14",276,1,"beta",15,168,0.01,0.5,1,0.00997799048339093
"15",276,1,"beta",15,106,0.01,0.5,1,0.00998346693047096
"16",276,2,"beta",15,155,0.01,0.5,3,0.00998704805902557
"17",276,2,"beta",15,162,0.01,0.5,3,0.00996992281854436
"18",276,2,"beta",15,109,0.01,0.5,1,0.0100173999214852
"19",276,2,"beta",15,191,0.01,0.5,1,0.00997308925170954
"20",276,2,"beta",15,170,0.01,0.5,1,0.0100514472717002
"21",276,2,"beta",15,112,0.01,0.5,1,0.00990270447609987
"22",276,2,"beta",15,146,0.01,0.5,1,0.0100424239147003
"23",276,2,"beta",15,94,0.01,0.5,2,0.0100339522558436
"24",276,2,"beta",15,112,0.01,0.5,1,0.00993984206098014
"25",276,2,"beta",15,181,0.01,0.5,1,0.00994351697590671
"26",276,2,"beta",15,104,0.01,0.5,0,0.00992807688818351
"27",276,2,"beta",15,148,0.01,0.5,2,0.00990620254267327
"28",276,2,"beta",15,190,0.01,0.5,3,0.0100059828841441
"29",276,2,"beta",15,77,0.01,0.5,0,0.0100443800047908
"30",276,2,"beta",15,180,0.01,0.5,3,0.00999037746607875
"31",276,3,"beta",15,106,0.01,0.5,2,0.0100226889031367
"32",276,3,"beta",15,122,0.01,0.5,0,0.0100239502786449
"33",276,3,"beta",15,83,0.01,0.5,4,0.0100211809647639
"34",276,3,"beta",15,180,0.01,0.5,0,0.00998823389479257
"35",276,3,"beta",15,179,0.01,0.5,2,0.00997147553896134
"36",276,3,"beta",15,126,0.01,0.5,3,0.00992192646449126
"37",276,3,"beta",15,113,0.01,0.5,1,0.0100279544466188
"38",276,3,"beta",15,53,0.01,0.5,0,0.009999374096929
"39",276,3,"beta",15,75,0.01,0.5,0,0.00994246575755833
"40",276,3,"beta",15,162,0.01,0.5,2,0.0100140797143491
"41",276,3,"beta",15,181,0.01,0.5,2,0.00993088990371942
"42",276,3,"beta",15,136,0.01,0.5,2,0.0100628919021053
"43",276,3,"beta",15,152,0.01,0.5,2,0.01000438973838
"44",276,3,"beta",15,147,0.01,0.5,2,0.0099557422453182
"45",276,3,"beta",15,65,0.01,0.5,0,0.00992472921395379
"46",276,4,"beta",15,82,0.01,0.5,1,0.00998010920644687
"47",276,4,"beta",15,85,0.01,0.5,1,0.00991839746113618
"48",276,4,"beta",15,187,0.01,0.5,4,0.00999613428060389
"49",276,4,"beta",15,104,0.01,0.5,1,0.00997747166725502
"50",276,4,"beta",15,124,0.01,0.5,0,0.0100860706676285
"51",276,4,"beta",15,106,0.01,0.5,2,0.0100372948047118
"52",276,4,"beta",15,91,0.01,0.5,2,0.010000439317845
"53",276,4,"beta",15,52,0.01,0.5,0,0.0100084687984292
"54",276,4,"beta",15,88,0.01,0.5,1,0.00994528241299157
"55",276,4,"beta",15,57,0.01,0.5,0,0.0100096969302121
"56",276,4,"beta",15,54,0.01,0.5,0,0.0100359779944964
"57",276,4,"beta",15,196,0.01,0.5,3,0.0101083427810559
"58",276,4,"beta",15,137,0.01,0.5,1,0.00991838266534859
"59",276,4,"beta",15,108,0.01,0.5,0,0.00997487016931659
"60",276,4,"beta",15,194,0.01,0.5,3,0.0100980984679636
"61",276,5,"beta",15,145,0.01,0.5,0,0.0100103223894081
"62",276,5,"beta",15,67,0.01,0.5,0,0.00997898000120313
"63",276,5,"beta",15,117,0.01,0.5,2,0.0100409939447196
"64",276,5,"beta",15,83,0.01,0.5,0,0.0100469261391488
"65",276,5,"beta",15,73,0.01,0.5,0,0.0100203071383983
"66",276,5,"beta",15,107,0.01,0.5,4,0.00997264328981035
"67",276,5,"beta",15,116,0.01,0.5,1,0.0100386705589738
"68",276,5,"beta",15,121,0.01,0.5,1,0.00995991318799581
"69",276,5,"beta",15,178,0.01,0.5,0,0.0100100685314035
"70",276,5,"beta",15,142,0.01,0.5,0,0.0100388470108139
"71",276,5,"beta",15,57,0.01,0.5,1,0.0100348586250898
"72",276,5,"beta",15,135,0.01,0.5,0,0.00992217561333065
"73",276,5,"beta",15,63,0.01,0.5,1,0.00998427174652582
"74",276,5,"beta",15,63,0.01,0.5,0,0.00998471465416932
"75",276,5,"beta",15,69,0.01,0.5,0,0.0100221307915708
"76",276,6,"beta",15,73,0.01,0.5,0,0.0099406355155546
"77",276,6,"beta",15,91,0.01,0.5,0,0.010045810845328
"78",276,6,"beta",15,127,0.01,0.5,1,0.0100333450264653
"79",276,6,"beta",15,80,0.01,0.5,2,0.0100630002158325
"80",276,6,"beta",15,172,0.01,0.5,0,0.00996602913926546
"81",276,6,"beta",15,53,0.01,0.5,0,0.00996953261685242
"82",276,6,"beta",15,105,0.01,0.5,2,0.00984178930404588
"83",276,6,"beta",15,115,0.01,0.5,0,0.00999528569781558
"84",276,6,"beta",15,179,0.01,0.5,0,0.0100165571547072
"85",276,6,"beta",15,78,0.01,0.5,1,0.0100135020144149
"86",276,6,"beta",15,104,0.01,0.5,2,0.00994169877986896
"87",276,6,"beta",15,172,0.01,0.5,3,0.0100142666350087
"88",276,6,"beta",15,118,0.01,0.5,1,0.00996828296932161
"89",276,6,"beta",15,174,0.01,0.5,0,0.00999208317984549
"90",276,6,"beta",15,174,0.01,0.5,0,0.0100983712034554
"91",276,7,"beta",15,185,0.01,0.5,1,0.0099162199748475
"92",276,7,"beta",15,154,0.01,0.5,2,0.00996760194964588
"93",276,7,"beta",15,115,0.01,0.5,0,0.0100506740709462
"94",276,7,"beta",15,86,0.01,0.5,3,0.00994330854223904
"95",276,7,"beta",15,78,0.01,0.5,4,0.0099784102721069
"96",276,7,"beta",15,177,0.01,0.5,3,0.0100118867675802
"97",276,7,"beta",15,163,0.01,0.5,2,0.00999847040759415
"98",276,7,"beta",15,127,0.01,0.5,2,0.0100359046542213
"99",276,7,"beta",15,135,0.01,0.5,0,0.0100541490502471
"100",276,7,"beta",15,125,0.01,0.5,4,0.0100174493761552
"101",276,7,"beta",15,82,0.01,0.5,2,0.0100174336869978
"102",276,7,"beta",15,143,0.01,0.5,1,0.0100697128466711
"103",276,7,"beta",15,139,0.01,0.5,0,0.00999147066959358
"104",276,7,"beta",15,108,0.01,0.5,2,0.0100382915463179
"105",276,7,"beta",15,51,0.01,0.5,0,0.00997988718507888
"106",276,8,"beta",15,132,0.01,0.5,0,0.0100428513371656
"107",276,8,"beta",15,81,0.01,0.5,0,0.010030782552751
"108",276,8,"beta",15,133,0.01,0.5,0,0.00999550280576562
"109",276,8,"beta",15,148,0.01,0.5,1,0.00997429579631234
"110",276,8,"beta",15,58,0.01,0.5,0,0.0100286950621915
"111",276,8,"beta",15,78,0.01,0.5,0,0.00999483585596706
"112",276,8,"beta",15,190,0.01,0.5,2,0.00988157162078722
"113",276,8,"beta",15,77,0.01,0.5,0,0.00993638807219067
"114",276,8,"beta",15,145,0.01,0.5,3,0.0100588072530392
"115",276,8,"beta",15,186,0.01,0.5,1,0.0100598418509121
"116",276,8,"beta",15,169,0.01,0.5,2,0.0100803331625857
"117",276,8,"beta",15,71,0.01,0.5,0,0.0100625761995402
"118",276,8,"beta",15,154,0.01,0.5,2,0.0100165082304269
"119",276,8,"beta",15,58,0.01,0.5,0,0.0100520609356255
"120",276,8,"beta",15,189,0.01,0.5,1,0.00997122793312479
"121",276,9,"beta",15,195,0.01,0.5,0,0.0100028180255983
"122",276,9,"beta",15,181,0.01,0.5,2,0.0101252285274911
"123",276,9,"beta",15,103,0.01,0.5,1,0.00999217054149538
"124",276,9,"beta",15,139,0.01,0.5,2,0.00995414799965587
"125",276,9,"beta",15,131,0.01,0.5,0,0.00999267467989278
