"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",523,1,"NA",30,305,0.2,0,61,0.2
"2",523,1,"NA",30,766,0.2,0,144,0.2
"3",523,1,"NA",30,613,0.2,0,126,0.2
"4",523,1,"NA",30,931,0.2,0,195,0.2
"5",523,1,"NA",30,719,0.2,0,146,0.2
"6",523,1,"NA",30,706,0.2,0,151,0.2
"7",523,1,"NA",30,460,0.2,0,85,0.2
"8",523,1,"NA",30,213,0.2,0,41,0.2
"9",523,1,"NA",30,541,0.2,0,98,0.2
"10",523,1,"NA",30,259,0.2,0,51,0.2
"11",523,1,"NA",30,762,0.2,0,147,0.2
"12",523,1,"NA",30,265,0.2,0,43,0.2
"13",523,1,"NA",30,820,0.2,0,160,0.2
"14",523,1,"NA",30,604,0.2,0,124,0.2
"15",523,1,"NA",30,610,0.2,0,128,0.2
"16",523,1,"NA",30,224,0.2,0,54,0.2
"17",523,1,"NA",30,454,0.2,0,83,0.2
"18",523,1,"NA",30,399,0.2,0,72,0.2
"19",523,1,"NA",30,234,0.2,0,45,0.2
"20",523,1,"NA",30,904,0.2,0,178,0.2
"21",523,1,"NA",30,912,0.2,0,184,0.2
"22",523,1,"NA",30,453,0.2,0,71,0.2
"23",523,1,"NA",30,903,0.2,0,174,0.2
"24",523,1,"NA",30,454,0.2,0,109,0.2
"25",523,1,"NA",30,382,0.2,0,85,0.2
"26",523,1,"NA",30,400,0.2,0,66,0.2
"27",523,1,"NA",30,656,0.2,0,126,0.2
"28",523,1,"NA",30,475,0.2,0,95,0.2
"29",523,1,"NA",30,511,0.2,0,118,0.2
"30",523,1,"NA",30,753,0.2,0,169,0.2
"31",523,2,"NA",30,906,0.2,0,189,0.2
"32",523,2,"NA",30,953,0.2,0,206,0.2
"33",523,2,"NA",30,810,0.2,0,157,0.2
"34",523,2,"NA",30,953,0.2,0,180,0.2
"35",523,2,"NA",30,569,0.2,0,99,0.2
"36",523,2,"NA",30,550,0.2,0,111,0.2
"37",523,2,"NA",30,858,0.2,0,168,0.2
"38",523,2,"NA",30,559,0.2,0,119,0.2
"39",523,2,"NA",30,389,0.2,0,72,0.2
"40",523,2,"NA",30,640,0.2,0,124,0.2
"41",523,2,"NA",30,728,0.2,0,132,0.2
"42",523,2,"NA",30,727,0.2,0,163,0.2
"43",523,2,"NA",30,694,0.2,0,137,0.2
"44",523,2,"NA",30,502,0.2,0,115,0.2
"45",523,2,"NA",30,478,0.2,0,106,0.2
"46",523,2,"NA",30,455,0.2,0,86,0.2
"47",523,2,"NA",30,650,0.2,0,135,0.2
"48",523,2,"NA",30,742,0.2,0,171,0.2
"49",523,2,"NA",30,282,0.2,0,46,0.2
"50",523,2,"NA",30,612,0.2,0,103,0.2
"51",523,2,"NA",30,254,0.2,0,53,0.2
"52",523,2,"NA",30,980,0.2,0,200,0.2
"53",523,2,"NA",30,735,0.2,0,151,0.2
"54",523,2,"NA",30,655,0.2,0,151,0.2
"55",523,2,"NA",30,527,0.2,0,108,0.2
"56",523,2,"NA",30,805,0.2,0,146,0.2
"57",523,2,"NA",30,919,0.2,0,198,0.2
"58",523,2,"NA",30,752,0.2,0,137,0.2
"59",523,2,"NA",30,255,0.2,0,58,0.2
"60",523,2,"NA",30,429,0.2,0,92,0.2
"61",523,3,"NA",30,339,0.2,0,69,0.2
"62",523,3,"NA",30,985,0.2,0,195,0.2
"63",523,3,"NA",30,516,0.2,0,113,0.2
"64",523,3,"NA",30,565,0.2,0,105,0.2
"65",523,3,"NA",30,940,0.2,0,174,0.2
"66",523,3,"NA",30,784,0.2,0,160,0.2
"67",523,3,"NA",30,805,0.2,0,151,0.2
"68",523,3,"NA",30,952,0.2,0,184,0.2
"69",523,3,"NA",30,777,0.2,0,150,0.2
"70",523,3,"NA",30,681,0.2,0,132,0.2
"71",523,3,"NA",30,653,0.2,0,160,0.2
"72",523,3,"NA",30,449,0.2,0,95,0.2
"73",523,3,"NA",30,382,0.2,0,67,0.2
"74",523,3,"NA",30,914,0.2,0,199,0.2
"75",523,3,"NA",30,856,0.2,0,155,0.2
"76",523,3,"NA",30,524,0.2,0,97,0.2
"77",523,3,"NA",30,947,0.2,0,177,0.2
"78",523,3,"NA",30,895,0.2,0,173,0.2
"79",523,3,"NA",30,464,0.2,0,77,0.2
"80",523,3,"NA",30,584,0.2,0,116,0.2
"81",523,3,"NA",30,496,0.2,0,97,0.2
"82",523,3,"NA",30,947,0.2,0,207,0.2
"83",523,3,"NA",30,909,0.2,0,190,0.2
"84",523,3,"NA",30,431,0.2,0,87,0.2
"85",523,3,"NA",30,543,0.2,0,108,0.2
"86",523,3,"NA",30,334,0.2,0,60,0.2
"87",523,3,"NA",30,706,0.2,0,154,0.2
"88",523,3,"NA",30,773,0.2,0,178,0.2
"89",523,3,"NA",30,843,0.2,0,157,0.2
"90",523,3,"NA",30,693,0.2,0,145,0.2
"91",523,4,"NA",30,419,0.2,0,92,0.2
"92",523,4,"NA",30,269,0.2,0,51,0.2
"93",523,4,"NA",30,917,0.2,0,181,0.2
"94",523,4,"NA",30,390,0.2,0,77,0.2
"95",523,4,"NA",30,282,0.2,0,51,0.2
"96",523,4,"NA",30,807,0.2,0,167,0.2
"97",523,4,"NA",30,743,0.2,0,123,0.2
"98",523,4,"NA",30,726,0.2,0,151,0.2
"99",523,4,"NA",30,969,0.2,0,208,0.2
"100",523,4,"NA",30,475,0.2,0,106,0.2
"101",523,4,"NA",30,876,0.2,0,164,0.2
"102",523,4,"NA",30,718,0.2,0,150,0.2
"103",523,4,"NA",30,464,0.2,0,93,0.2
"104",523,4,"NA",30,386,0.2,0,84,0.2
"105",523,4,"NA",30,741,0.2,0,166,0.2
"106",523,4,"NA",30,682,0.2,0,126,0.2
"107",523,4,"NA",30,894,0.2,0,169,0.2
"108",523,4,"NA",30,794,0.2,0,129,0.2
"109",523,4,"NA",30,242,0.2,0,57,0.2
"110",523,4,"NA",30,403,0.2,0,79,0.2
"111",523,4,"NA",30,349,0.2,0,61,0.2
"112",523,4,"NA",30,595,0.2,0,108,0.2
"113",523,4,"NA",30,952,0.2,0,199,0.2
"114",523,4,"NA",30,597,0.2,0,134,0.2
"115",523,4,"NA",30,802,0.2,0,158,0.2
"116",523,4,"NA",30,933,0.2,0,170,0.2
"117",523,4,"NA",30,482,0.2,0,98,0.2
"118",523,4,"NA",30,769,0.2,0,154,0.2
"119",523,4,"NA",30,399,0.2,0,80,0.2
"120",523,4,"NA",30,544,0.2,0,101,0.2
"121",523,5,"NA",30,903,0.2,0,194,0.2
"122",523,5,"NA",30,387,0.2,0,86,0.2
"123",523,5,"NA",30,902,0.2,0,194,0.2
"124",523,5,"NA",30,924,0.2,0,169,0.2
"125",523,5,"NA",30,482,0.2,0,102,0.2
"126",523,5,"NA",30,754,0.2,0,178,0.2
"127",523,5,"NA",30,470,0.2,0,91,0.2
"128",523,5,"NA",30,642,0.2,0,148,0.2
"129",523,5,"NA",30,791,0.2,0,149,0.2
"130",523,5,"NA",30,457,0.2,0,110,0.2
"131",523,5,"NA",30,494,0.2,0,100,0.2
"132",523,5,"NA",30,440,0.2,0,83,0.2
"133",523,5,"NA",30,561,0.2,0,95,0.2
"134",523,5,"NA",30,503,0.2,0,108,0.2
"135",523,5,"NA",30,375,0.2,0,67,0.2
"136",523,5,"NA",30,743,0.2,0,147,0.2
"137",523,5,"NA",30,748,0.2,0,134,0.2
"138",523,5,"NA",30,638,0.2,0,120,0.2
"139",523,5,"NA",30,607,0.2,0,127,0.2
"140",523,5,"NA",30,232,0.2,0,51,0.2
"141",523,5,"NA",30,349,0.2,0,77,0.2
"142",523,5,"NA",30,678,0.2,0,136,0.2
"143",523,5,"NA",30,643,0.2,0,120,0.2
"144",523,5,"NA",30,533,0.2,0,120,0.2
"145",523,5,"NA",30,509,0.2,0,89,0.2
"146",523,5,"NA",30,304,0.2,0,60,0.2
"147",523,5,"NA",30,844,0.2,0,172,0.2
"148",523,5,"NA",30,731,0.2,0,167,0.2
"149",523,5,"NA",30,743,0.2,0,142,0.2
"150",523,5,"NA",30,363,0.2,0,63,0.2
"151",523,6,"NA",30,335,0.2,0,70,0.2
"152",523,6,"NA",30,321,0.2,0,70,0.2
"153",523,6,"NA",30,563,0.2,0,108,0.2
"154",523,6,"NA",30,387,0.2,0,76,0.2
"155",523,6,"NA",30,541,0.2,0,103,0.2
"156",523,6,"NA",30,510,0.2,0,121,0.2
"157",523,6,"NA",30,756,0.2,0,144,0.2
"158",523,6,"NA",30,641,0.2,0,136,0.2
"159",523,6,"NA",30,310,0.2,0,61,0.2
"160",523,6,"NA",30,203,0.2,0,37,0.2
"161",523,6,"NA",30,592,0.2,0,123,0.2
"162",523,6,"NA",30,847,0.2,0,174,0.2
"163",523,6,"NA",30,745,0.2,0,145,0.2
"164",523,6,"NA",30,695,0.2,0,129,0.2
"165",523,6,"NA",30,659,0.2,0,136,0.2
"166",523,6,"NA",30,245,0.2,0,49,0.2
"167",523,6,"NA",30,302,0.2,0,63,0.2
"168",523,6,"NA",30,288,0.2,0,46,0.2
"169",523,6,"NA",30,472,0.2,0,87,0.2
"170",523,6,"NA",30,733,0.2,0,140,0.2
"171",523,6,"NA",30,315,0.2,0,55,0.2
"172",523,6,"NA",30,821,0.2,0,172,0.2
"173",523,6,"NA",30,213,0.2,0,39,0.2
"174",523,6,"NA",30,832,0.2,0,141,0.2
"175",523,6,"NA",30,298,0.2,0,59,0.2
"176",523,6,"NA",30,348,0.2,0,63,0.2
"177",523,6,"NA",30,419,0.2,0,82,0.2
"178",523,6,"NA",30,377,0.2,0,74,0.2
"179",523,6,"NA",30,528,0.2,0,101,0.2
"180",523,6,"NA",30,769,0.2,0,148,0.2
