"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",482,1,"beta",5,8,0.1,0.5,1,0.105902358397382
"2",482,1,"beta",5,35,0.1,0.5,6,0.0940827222214287
"3",482,1,"beta",5,44,0.1,0.5,8,0.104177682344351
"4",482,1,"beta",5,50,0.1,0.5,3,0.0949846777235692
"5",482,1,"beta",5,46,0.1,0.5,3,0.0993591328174899
"6",482,2,"beta",5,17,0.1,0.5,1,0.102680347384299
"7",482,2,"beta",5,9,0.1,0.5,1,0.108177113137144
"8",482,2,"beta",5,39,0.1,0.5,3,0.0954887017441824
"9",482,2,"beta",5,16,0.1,0.5,2,0.102689439924103
"10",482,2,"beta",5,20,0.1,0.5,1,0.0942332076947775
"11",482,3,"beta",5,47,0.1,0.5,4,0.103496200287664
"12",482,3,"beta",5,8,0.1,0.5,3,0.098574345718975
"13",482,3,"beta",5,47,0.1,0.5,5,0.0959304938880075
"14",482,3,"beta",5,26,0.1,0.5,3,0.0927296047749537
"15",482,3,"beta",5,23,0.1,0.5,2,0.103871258751721
"16",482,4,"beta",5,24,0.1,0.5,4,0.10233119847235
"17",482,4,"beta",5,29,0.1,0.5,1,0.101504262034201
"18",482,4,"beta",5,36,0.1,0.5,1,0.101565416461888
"19",482,4,"beta",5,15,0.1,0.5,0,0.104006972742472
"20",482,4,"beta",5,35,0.1,0.5,2,0.0887854777598209
"21",482,5,"beta",5,22,0.1,0.5,2,0.09644648033507
"22",482,5,"beta",5,46,0.1,0.5,5,0.104803863022718
"23",482,5,"beta",5,28,0.1,0.5,4,0.0958475861536206
"24",482,5,"beta",5,50,0.1,0.5,1,0.0956167271132333
"25",482,5,"beta",5,14,0.1,0.5,4,0.0966005126948624
"26",482,6,"beta",5,48,0.1,0.5,7,0.101070744055842
"27",482,6,"beta",5,45,0.1,0.5,4,0.103549936716571
"28",482,6,"beta",5,33,0.1,0.5,2,0.0956494999145188
"29",482,6,"beta",5,48,0.1,0.5,8,0.107360329534295
"30",482,6,"beta",5,27,0.1,0.5,1,0.0942709012298317
