"","scenario","run","dist.of.pi","num.of.studies","sample.sizes","true.pi","heterogeneity","num.of.events","sample.pi"
"1",771,1,"beta",5,97,0.5,0.1,51,0.53688916263916
"2",771,1,"beta",5,142,0.5,0.1,71,0.480859890919467
"3",771,1,"beta",5,68,0.5,0.1,44,0.531949977817074
"4",771,1,"beta",5,173,0.5,0.1,92,0.551287581275991
"5",771,1,"beta",5,119,0.5,0.1,53,0.462658511979727
"6",771,2,"beta",5,92,0.5,0.1,59,0.535460860937625
"7",771,2,"beta",5,122,0.5,0.1,57,0.496457195339911
"8",771,2,"beta",5,131,0.5,0.1,59,0.472641503889823
"9",771,2,"beta",5,146,0.5,0.1,70,0.504233594497737
"10",771,2,"beta",5,125,0.5,0.1,75,0.513292360614588
"11",771,3,"beta",5,136,0.5,0.1,73,0.498582474315573
"12",771,3,"beta",5,63,0.5,0.1,29,0.510388689326787
"13",771,3,"beta",5,66,0.5,0.1,33,0.498482521284064
"14",771,3,"beta",5,167,0.5,0.1,88,0.47915599906363
"15",771,3,"beta",5,124,0.5,0.1,63,0.544207061838677
"16",771,4,"beta",5,75,0.5,0.1,37,0.516372436651124
"17",771,4,"beta",5,138,0.5,0.1,73,0.510707792826778
"18",771,4,"beta",5,188,0.5,0.1,94,0.513700202639863
"19",771,4,"beta",5,71,0.5,0.1,37,0.540130818150369
"20",771,4,"beta",5,195,0.5,0.1,89,0.461375743955181
"21",771,5,"beta",5,160,0.5,0.1,73,0.500977254099935
"22",771,5,"beta",5,192,0.5,0.1,97,0.492150516884001
"23",771,5,"beta",5,182,0.5,0.1,104,0.521402002352507
"24",771,5,"beta",5,147,0.5,0.1,77,0.501738840467911
"25",771,5,"beta",5,194,0.5,0.1,103,0.530427677673969
"26",771,6,"beta",5,81,0.5,0.1,40,0.474797526202184
"27",771,6,"beta",5,185,0.5,0.1,89,0.48506011767385
"28",771,6,"beta",5,125,0.5,0.1,52,0.479045943568847
"29",771,6,"beta",5,95,0.5,0.1,50,0.549315288288174
"30",771,6,"beta",5,59,0.5,0.1,30,0.506692955811619
"31",771,7,"beta",5,76,0.5,0.1,45,0.533531662320371
"32",771,7,"beta",5,158,0.5,0.1,76,0.472442781500607
"33",771,7,"beta",5,92,0.5,0.1,38,0.477376482623152
"34",771,7,"beta",5,85,0.5,0.1,31,0.509196358216149
"35",771,7,"beta",5,100,0.5,0.1,48,0.498385872566489
"36",771,8,"beta",5,74,0.5,0.1,32,0.484164441009334
"37",771,8,"beta",5,80,0.5,0.1,50,0.52782611637956
"38",771,8,"beta",5,185,0.5,0.1,93,0.510129001790862
"39",771,8,"beta",5,54,0.5,0.1,21,0.458868176455072
"40",771,8,"beta",5,120,0.5,0.1,55,0.48676219667909
"41",771,9,"beta",5,129,0.5,0.1,75,0.529569863233639
"42",771,9,"beta",5,124,0.5,0.1,54,0.516935383416565
"43",771,9,"beta",5,172,0.5,0.1,84,0.502086307442909
"44",771,9,"beta",5,68,0.5,0.1,38,0.532823258965239
"45",771,9,"beta",5,88,0.5,0.1,41,0.497861233756125
"46",771,10,"beta",5,101,0.5,0.1,62,0.538019307919949
"47",771,10,"beta",5,123,0.5,0.1,66,0.520895941483833
"48",771,10,"beta",5,150,0.5,0.1,77,0.485690283591173
"49",771,10,"beta",5,124,0.5,0.1,63,0.532277615963848
"50",771,10,"beta",5,90,0.5,0.1,44,0.497118795747414
"51",771,11,"beta",5,155,0.5,0.1,76,0.494760442132834
"52",771,11,"beta",5,198,0.5,0.1,89,0.467901071914411
"53",771,11,"beta",5,157,0.5,0.1,76,0.487622571739561
"54",771,11,"beta",5,96,0.5,0.1,44,0.453770087046743
"55",771,11,"beta",5,198,0.5,0.1,88,0.449405439292473
"56",771,12,"beta",5,109,0.5,0.1,50,0.471709906693088
"57",771,12,"beta",5,169,0.5,0.1,84,0.493903681942321
"58",771,12,"beta",5,107,0.5,0.1,60,0.502372501250278
"59",771,12,"beta",5,125,0.5,0.1,67,0.549556751882829
"60",771,12,"beta",5,192,0.5,0.1,111,0.516878821717064
"61",771,13,"beta",5,113,0.5,0.1,63,0.531845313509897
"62",771,13,"beta",5,127,0.5,0.1,55,0.448738425808944
"63",771,13,"beta",5,57,0.5,0.1,28,0.462875876189424
"64",771,13,"beta",5,182,0.5,0.1,83,0.470733714387454
"65",771,13,"beta",5,73,0.5,0.1,43,0.497100513310555
"66",771,14,"beta",5,125,0.5,0.1,51,0.420795232943175
"67",771,14,"beta",5,122,0.5,0.1,65,0.53255654736621
